"Numéro CAS";"Nom SA";"Nature de l'étude";"DL50/CL50";"Valeur";"Unité";"Espèce";"Sexe"
"142459-58-3";"flufenacet";"Toxicité aiguë VO";"DL50";"589";"mg/kg";"rat";"F"
"103361-09-7";"flumioxazine";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";"MF"
"103361-09-7";"flumioxazine";"Toxicité aiguë inhalation";"CL50";">3.93";"mg/L";"rat";"MF"
"103361-09-7";"flumioxazine";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"rat";"MF"
"239110-15-7 ";"fluopicolide";"Toxicité aiguë cutanée";"DL50";"> 5000";"mg/kg";"rat";"F"
"239110-15-7 ";"fluopicolide";"Toxicité aiguë inhalation";"CL50";"> 5.16";"mg/L";"rat";"MF"
"239110-15-7 ";"fluopicolide";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"MF"
"658066-35-4";"fluopyram";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"658066-35-4";"fluopyram";"Toxicité aiguë inhalation";"CL50";"> 5,1";"mg/L";"rat";"MF"
"658066-35-4";"fluopyram";"Toxicité aiguë VO";"DL50";"> 2000";"mg/kg";"rat";"F"
"2699-79-8";"fluorure de sulfuryle";"Toxicité aiguë cutanée";"DL50";"-";"mg/kg";"rat";""
"2699-79-8";"fluorure de sulfuryle";"Toxicité aiguë inhalation";"CL50";"4.1 - 4.7";"mg/L";"rat";""
"2699-79-8";"fluorure de sulfuryle";"Toxicité aiguë inhalation";"CL50";"1.69 - 2.8";"mg/L";"souris";""
"2699-79-8";"fluorure de sulfuryle";"Toxicité aiguë VO";"DL50";"100";"mg/kg";"rat";""
"2699-79-8";"fluorure de sulfuryle";"Toxicité aiguë VO";"DL50";"100";"mg/kg";"cobaye";""
"361377-29-9";"fluoxastrobine";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";""
"361377-29-9";"fluoxastrobine";"Toxicité aiguë inhalation";"CL50";">5";"mg/L";"rat";""
"361377-29-9";"fluoxastrobine";"Toxicité aiguë VO";"DL50";">2000";"mg/kg";"rat";""
"136426-54-5";"fluquinconazole";"Toxicité aiguë cutanée";"DL50";"625";"mg/kg";"rat";"F"
"136426-54-5";"fluquinconazole";"Toxicité aiguë cutanée";"DL50";"2679";"mg/kg";"rat";"M"
"136426-54-5";"fluquinconazole";"Toxicité aiguë inhalation";"CL50";"0.831";"mg/L";"rat";"M"
"136426-54-5";"fluquinconazole";"Toxicité aiguë inhalation";"CL50";"0.514";"mg/L";"rat";"F"
"136426-54-5";"fluquinconazole";"Toxicité aiguë VO";"DL50";"112";"mg/kg";"rat";"MF"
"136426-54-5";"fluquinconazole";"Toxicité aiguë VO";"DL50";"325";"mg/kg";"souris";"M"
"136426-54-5";"fluquinconazole";"Toxicité aiguë VO";"DL50";"180";"mg/kg";"souris";"F"
"61213-25-0";"flurochloridone";"Toxicité aiguë cutanée";"DL50";"> 5000";"mg/kg";"lapin";"MF"
"61213-25-0";"flurochloridone";"Toxicité aiguë inhalation";"CL50";"> 4.82";"mg/L";"rat";"MF"
"61213-25-0";"flurochloridone";"Toxicité aiguë VO";"DL50";"3650";"mg/kg";"rat";"F"
"61213-25-0";"flurochloridone";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"souris";"MF"
"61213-25-0";"flurochloridone";"Toxicité aiguë VO";"DL50";"4000";"mg/kg";"rat";"M"
"61213-25-0";"flurochloridone";"Toxicité aiguë VO";"DL50";"300-2000";"mg/kg";"rat";"F"
"69377-81-7";"fluroxypyr";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"69377-81-7";"fluroxypyr";"Toxicité aiguë inhalation";"CL50";"> 1,0";"mg/L";"rat";"MF"
"69377-81-7";"fluroxypyr";"Toxicité aiguë VO";"DL50";"> 2000";"mg/kg";"rat";"MF"
"81406-37-3";"fluroxypyr : methylheptyl ester";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"81406-37-3";"fluroxypyr : methylheptyl ester";"Toxicité aiguë inhalation";"CL50";"> 1.0";"mg/L";"rat";"MF"
"81406-37-3";"fluroxypyr : methylheptyl ester";"Toxicité aiguë VO";"DL50";"> 2000";"mg/kg";"rat";"MF"
"66332-96-5";"flutolanil";"Toxicité aiguë cutanée";"DL50";">5000";"mg/kg";"rat";"MF"
"66332-96-5";"flutolanil";"Toxicité aiguë inhalation";"CL50";">5.98";"mg/L";"rat";"MF"
"66332-96-5";"flutolanil";"Toxicité aiguë VO";"DL50";">10000";"mg/kg";"rat";"MF"
"66332-96-5";"flutolanil";"Toxicité aiguë VO";"DL50";">10000";"mg/kg";"souris";"MF"
"76674-21-0";"flutriafol";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"lapin";"MF"
"76674-21-0";"flutriafol";"Toxicité aiguë cutanée";"DL50";">1000";"mg/kg";"rat";"MF"
"76674-21-0";"flutriafol";"Toxicité aiguë inhalation";"CL50";">5,2";"mg/L";"";""
"76674-21-0";"flutriafol";"Toxicité aiguë VO";"DL50";"179 - 365";"mg/kg";"souris";"F"
"76674-21-0";"flutriafol";"Toxicité aiguë VO";"DL50";"300-400";"mg/kg";"cobaye";"M"
"76674-21-0";"flutriafol";"Toxicité aiguë VO";"DL50";"300 - 400";"mg/kg";"lapin";"F"
"76674-21-0";"flutriafol";"Toxicité aiguë VO";"DL50";"1140";"mg/kg";"rat";"M"
"76674-21-0";"flutriafol";"Toxicité aiguë VO";"DL50";"1480";"mg/kg";"rat";"F"
"907204-31-3";"fluxapyroxad";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"907204-31-3";"fluxapyroxad";"Toxicité aiguë inhalation";"CL50";"> 5,1";"mg/L";"rat";"MF"
"907204-31-3";"fluxapyroxad";"Toxicité aiguë VO";"DL50";"> 2000";"mg/kg";"rat";"M"
"907204-31-3";"fluxapyroxad";"Toxicité aiguë VO";"DL50";"> 2000";"mg/kg";"rat";"F"
"133-07-3";"folpel";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";"MF"
"133-07-3";"folpel";"Toxicité aiguë inhalation";"CL50";"1.89";"mg/L";"rat";"MF"
"133-07-3";"folpel";"Toxicité aiguë VO";"DL50";">2000";"mg/kg";"rat";""
"173159-57-4";"foramsulfuron";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"173159-57-4";"foramsulfuron";"Toxicité aiguë inhalation";"CL50";"> 5.04";"mg/L";"rat";"MF"
"173159-57-4";"foramsulfuron";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"MF"
"68157-60-8";"forchlorfenuron";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"68157-60-8";"forchlorfenuron";"Toxicité aiguë inhalation";"CL50";"> 3";"mg/L";"rat";"MF"
"68157-60-8";"forchlorfenuron";"Toxicité aiguë VO";"DL50";"4917";"mg/kg";"rat";"MF"
"23422-53-9";"formetanate";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";""
"23422-53-9";"formetanate";"Toxicité aiguë inhalation";"CL50";"0.29";"mg/L";"rat";""
"23422-53-9";"formetanate";"Toxicité aiguë inhalation";"CL50";"0.15";"mg/L";"rat";""
"23422-53-9";"formetanate";"Toxicité aiguë VO";"DL50";"14.8";"mg/kg";"rat";""
"39148-24-8";"fosetyl-al";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";""
"39148-24-8";"fosetyl-al";"Toxicité aiguë inhalation";"CL50";">5.11";"mg/L";"rat";""
"39148-24-8";"fosetyl-al";"Toxicité aiguë VO";"DL50";">2000";"mg/kg";"rat";""
"98886-44-3";"fosthiazate";"Toxicité aiguë cutanée";"DL50";"853";"mg/kg";"rat";"F"
"98886-44-3";"fosthiazate";"Toxicité aiguë cutanée";"DL50";"2372";"mg/kg";"rat";"M"
"98886-44-3";"fosthiazate";"Toxicité aiguë inhalation";"CL50";"0.83";"mg/L";"rat";"M"
"98886-44-3";"fosthiazate";"Toxicité aiguë inhalation";"CL50";"0.56";"mg/L";"rat";"F"
"98886-44-3";"fosthiazate";"Toxicité aiguë VO";"DL50";"73";"mg/kg";"rat";"M"
"98886-44-3";"fosthiazate";"Toxicité aiguë VO";"DL50";"91";"mg/kg";"souris";"F"
"98886-44-3";"fosthiazate";"Toxicité aiguë VO";"DL50";"104";"mg/kg";"souris";"M"
"98886-44-3";"fosthiazate";"Toxicité aiguë VO";"DL50";"57";"mg/kg";"rat";"F"
"76703-62-3";"gamma cyhalothrine";"Toxicité aiguë cutanée";"DL50";"632";"mg/kg";"rat";"M"
"76703-62-3";"gamma cyhalothrine";"Toxicité aiguë cutanée";"DL50";"1643";"mg/kg";"rat";"F"
"76703-62-3";"gamma cyhalothrine";"Toxicité aiguë inhalation";"CL50";"0.0282";"mg/L";"rat";"F"
"76703-62-3";"gamma cyhalothrine";"Toxicité aiguë inhalation";"CL50";"0.06";"mg/L";"rat";""
"76703-62-3";"gamma cyhalothrine";"Toxicité aiguë VO";"DL50";"56";"mg/kg";"rat";""
"76703-62-3";"gamma cyhalothrine";"Toxicité aiguë VO";"DL50";"55";"mg/kg";"rat";"F"
"8030-53-3 (mélange)";"gibberelline A4 A7";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"lapin";""
"8030-53-3 (mélange)";"gibberelline A4 A7";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";""
"8030-53-3 (mélange)";"gibberelline A4 A7";"Toxicité aiguë inhalation";"CL50";">5.45";"mg/L";"rat";"MF"
"8030-53-3 (mélange)";"gibberelline A4 A7";"Toxicité aiguë inhalation";"CL50";">2,98";"mg/L";"rat";"MF"
"8030-53-3 (mélange)";"gibberelline A4 A7";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"rat";"MF"
"1071-83-6";"glyphosate";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"1071-83-6";"glyphosate";"Toxicité aiguë inhalation";"CL50";"> 5";"mg/L";"rat";"MF"
"1071-83-6";"glyphosate";"Toxicité aiguë VO";"DL50";"> 2000";"mg/kg";"rat";"MF"
"943831-98-9";"halauxifen-methyl";"Toxicité aiguë cutanée";"DL50";">5000";"mg/kg";"rat";""
"943831-98-9";"halauxifen-methyl";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"rat";""
"100784-20-1";"halosulfuron-méthyl";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"100784-20-1";"halosulfuron-méthyl";"Toxicité aiguë inhalation";"CL50";"> 6,0";"mg/L";"rat";"MF"
"100784-20-1";"halosulfuron-méthyl";"Toxicité aiguë VO";"DL50";"7758";"mg/kg";"rat";"F"
"100784-20-1";"halosulfuron-méthyl";"Toxicité aiguë VO";"DL50";"16156";"mg/kg";"souris";"M"
"100784-20-1";"halosulfuron-méthyl";"Toxicité aiguë VO";"DL50";"9295";"mg/kg";"souris";"F"
"100784-20-1";"halosulfuron-méthyl";"Toxicité aiguë VO";"DL50";"10435";"mg/kg";"rat";"M"
"72619-32-0";"haloxyfop-R : ester methylique";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";""
"72619-32-0";"haloxyfop-R : ester methylique";"Toxicité aiguë VO";"DL50";"> 300";"mg/kg";"rat";""
"870721-81-6";"heptamaloxyloglucan";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"870721-81-6";"heptamaloxyloglucan";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"F"
"78587-05-0";"hexythiazox";"Toxicité aiguë cutanée";"DL50";"> 5000";"mg/kg";"rat";"MF"
"78587-05-0";"hexythiazox";"Toxicité aiguë inhalation";"CL50";"> 2";"mg/L";"rat";"MF"
"78587-05-0";"hexythiazox";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"MF"
"78587-05-0";"hexythiazox";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"chien";"MF"
"78587-05-0";"hexythiazox";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"souris";"MF"
"8002-13-9";"huile de colza";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"8002-13-9";"huile de colza";"Toxicité aiguë inhalation";"CL50";"> 3.26";"mg/L";"rat";"MF"
"8002-13-9";"huile de colza";"Toxicité aiguë VO";"DL50";"> 2000";"mg/kg";"rat";"MF"
"8000-34-8";"huile de girofle";"Toxicité aiguë VO";"DL50";"1930";"mg/kg";"rat";""
"8008-79-5";"huile de menthe verte";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"8008-79-5";"huile de menthe verte";"Toxicité aiguë inhalation";"CL50";"> 5.43";"mg/L";"rat";"MF"
"8008-79-5";"huile de menthe verte";"Toxicité aiguë VO";"DL50";"> 2000";"mg/kg";"rat";"F"
"64742-46-7";"huile de paraffine (CAS 64742-46-7)";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"";""
"64742-46-7";"huile de paraffine (CAS 64742-46-7)";"Toxicité aiguë VO";"DL50";">2000";"mg/kg";"";""
"72623-86-0";"huile de paraffine (CAS 72623-86-0)";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"";""
"72623-86-0";"huile de paraffine (CAS 72623-86-0)";"Toxicité aiguë VO";"DL50";">2000";"mg/kg";"";""
"97862-82-3";"huile de paraffine (CAS 97862-82-3";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"";""
"97862-82-3";"huile de paraffine (CAS 97862-82-3";"Toxicité aiguë VO";"DL50";">2000";"mg/kg";"";""
"8028-48-6 (orange oil)";"huile essentielle d'orange";"Toxicité aiguë cutanée";"DL50";"> 5000";"mg/kg";"lapin";""
"8028-48-6 (orange oil)";"huile essentielle d'orange";"Toxicité aiguë VO";"DL50";"4400 - 5100";"mg/kg";"rat";""
"8028-48-6 (orange oil)";"huile essentielle d'orange";"Toxicité aiguë VO";"DL50";"5600 - 6600";"mg/kg";"souris";""
"123-33-1";"hydrazide maleique";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";"MF"
"123-33-1";"hydrazide maleique";"Toxicité aiguë inhalation";"CL50";">3,2";"mg/L";"rat";"MF"
"123-33-1";"hydrazide maleique";"Toxicité aiguë VO";"DL50";">2000";"mg/kg";"rat";"MF"
"298-14-6";"hydrogénocarbonate de potassium";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"lapin";"MF"
"298-14-6";"hydrogénocarbonate de potassium";"Toxicité aiguë inhalation";"CL50";"> 4,88";"mg/L";"rat";"MF"
"298-14-6";"hydrogénocarbonate de potassium";"Toxicité aiguë VO";"DL50";"2064";"mg/kg";"rat";"F"
"298-14-6";"hydrogénocarbonate de potassium";"Toxicité aiguë VO";"DL50";"3706";"mg/kg";"rat";"M"
"148-24-3";"hydroxy-8-quinoleine";"Toxicité aiguë cutanée";"DL50";">10000";"mg/kg";"rat";"NS"
"148-24-3";"hydroxy-8-quinoleine";"Toxicité aiguë inhalation";"CL50";"";"mg/L";"";""
"148-24-3";"hydroxy-8-quinoleine";"Toxicité aiguë VO";"DL50";"790";"mg/kg";"rat";"F"
"148-24-3";"hydroxy-8-quinoleine";"Toxicité aiguë VO";"DL50";"177";"mg/kg";"souris";"NS"
"148-24-3";"hydroxy-8-quinoleine";"Toxicité aiguë VO";"DL50";"800";"mg/kg";"rat";"M"
"10004-44-1";"hymexazol";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"lapin";"MF"
"10004-44-1";"hymexazol";"Toxicité aiguë inhalation";"CL50";"> 0,65";"mg/L";"rat";"MF"
"10004-44-1";"hymexazol";"Toxicité aiguë VO";"DL50";"2300";"mg/kg";"souris";"F"
"10004-44-1";"hymexazol";"Toxicité aiguë VO";"DL50";"1600";"mg/kg";"rat";"M"
"10004-44-1";"hymexazol";"Toxicité aiguë VO";"DL50";"1700";"mg/kg";"souris";"M"
"10004-44-1";"hymexazol";"Toxicité aiguë VO";"DL50";"1700";"mg/kg";"rat";"F"
"35554-44-0";"imazalil";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"lapin";""
"35554-44-0";"imazalil";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";"MF"
"35554-44-0";"imazalil";"Toxicité aiguë inhalation";"CL50";"1,84";"mg/L";"rat";"F"
"35554-44-0";"imazalil";"Toxicité aiguë inhalation";"CL50";"2,88";"mg/L";"rat";"M"
"35554-44-0";"imazalil";"Toxicité aiguë VO";"DL50";"343";"mg/kg";"rat";"M"
"35554-44-0";"imazalil";"Toxicité aiguë VO";"DL50";"285";"mg/kg";"rat";"MF"
"35554-44-0";"imazalil";"Toxicité aiguë VO";"DL50";"227";"mg/kg";"rat";"F"
"114311-32-9";"imazamox";"Toxicité aiguë cutanée";"DL50";"> 4000";"mg/kg";"lapin";"MF"
"114311-32-9";"imazamox";"Toxicité aiguë inhalation";"CL50";"> 6.3";"mg/L";"rat";"MF"
"114311-32-9";"imazamox";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"souris";"MF"
"114311-32-9";"imazamox";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"MF"
"81335-37-7";"imazaquine";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"lapin";"MF"
"81335-37-7";"imazaquine";"Toxicité aiguë inhalation";"CL50";"> 5,7";"mg/L";"rat";""
"81335-37-7";"imazaquine";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"MF"
"81335-37-7";"imazaquine";"Toxicité aiguë VO";"DL50";"2363";"mg/kg";"souris";"F"
"81335-37-7";"imazaquine";"Toxicité aiguë VO";"DL50";"1790";"mg/kg";"souris";"M"
"81335-37-7";"imazaquine";"Toxicité aiguë VO";"DL50";"1752";"mg/kg";"souris";"F"
"138261-41-3";"imidaclopride";"Toxicité aiguë cutanée";"DL50";"> 5000";"mg/kg";"rat";""
"138261-41-3";"imidaclopride";"Toxicité aiguë inhalation";"CL50";"> 0.069";"mg/L";"rat";""
"138261-41-3";"imidaclopride";"Toxicité aiguë inhalation";"CL50";"> 5.3";"mg/L";"rat";""
"138261-41-3";"imidaclopride";"Toxicité aiguë VO";"DL50";"131";"mg/kg";"souris";"M"
"138261-41-3";"imidaclopride";"Toxicité aiguë VO";"DL50";"506";"mg/kg";"rat";"F"
"173584-44-6";"indoxacarbe";"Toxicité aiguë cutanée";"DL50";">5000";"mg/kg";"rat";""
"173584-44-6";"indoxacarbe";"Toxicité aiguë inhalation";"CL50";">5.5";"mg/L";"rat";"M"
"173584-44-6";"indoxacarbe";"Toxicité aiguë inhalation";"CL50";"4.2";"mg/L";"rat";"F"
"173584-44-6";"indoxacarbe";"Toxicité aiguë VO";"DL50";"843";"mg/kg";"rat";"M"
"173584-44-6";"indoxacarbe";"Toxicité aiguë VO";"DL50";"268";"mg/kg";"rat";"F"
"173584-44-6";"indoxacarbe";"Toxicité aiguë VO";"DL50";"1730";"mg/kg";"rat";"M"
"173584-44-6";"indoxacarbe";"Toxicité aiguë VO";"DL50";"179";"mg/kg";"rat";"F"
"144550-36-7";"iodosulfuron";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"144550-36-7";"iodosulfuron";"Toxicité aiguë inhalation";"CL50";"> 2,81";"mg/L";"rat";"MF"
"144550-36-7";"iodosulfuron";"Toxicité aiguë VO";"DL50";"2947";"mg/kg";"rat";"M"
"144550-36-7";"iodosulfuron";"Toxicité aiguë VO";"DL50";"2448";"mg/kg";"rat";"F"
"125225-28-7";"ipconazole";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"125225-28-7";"ipconazole";"Toxicité aiguë inhalation";"CL50";"> 3,53";"mg/L";"rat";"MF"
"125225-28-7";"ipconazole";"Toxicité aiguë inhalation";"CL50";"> 1,88";"mg/L";"rat";"MF"
"125225-28-7";"ipconazole";"Toxicité aiguë VO";"DL50";"537";"mg/kg";"souris";"M"
"125225-28-7";"ipconazole";"Toxicité aiguë VO";"DL50";"468";"mg/kg";"souris";"F"
"125225-28-7";"ipconazole";"Toxicité aiguë VO";"DL50";"888";"mg/kg";"rat";"F"
"125225-28-7";"ipconazole";"Toxicité aiguë VO";"DL50";"1338";"mg/kg";"rat";"M"
"140923-17-7";"iprovalicarbe";"Toxicité aiguë cutanée";"DL50";"> 5000";"mg/kg";"rat";"MF"
"140923-17-7";"iprovalicarbe";"Toxicité aiguë inhalation";"CL50";"> 5.0";"mg/L";"rat";"MF"
"140923-17-7";"iprovalicarbe";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"souris";"MF"
"140923-17-7";"iprovalicarbe";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"MF"
"875915-78-9";"isofétamide";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"875915-78-9";"isofétamide";"Toxicité aiguë inhalation";"CL50";"> 4,8";"mg/L";"rat";"MF"
"875915-78-9";"isofétamide";"Toxicité aiguë VO";"DL50";"> 2000";"mg/kg";"rat";"F"
"881685-58-1";"isopyrazam";"Toxicité aiguë cutanée";"DL50";">5000";"mg/kg";"rat";"MF"
"881685-58-1";"isopyrazam";"Toxicité aiguë inhalation";"CL50";">5,28";"mg/L";"rat";""
"881685-58-1";"isopyrazam";"Toxicité aiguë VO";"DL50";"310";"mg/kg";"rat";""
"881685-58-1";"isopyrazam";"Toxicité aiguë VO";"DL50";">2000";"mg/kg";"rat";""
"881685-58-1";"isopyrazam";"Toxicité aiguë VO";"DL50";">2000";"mg/kg";"rat";"MF"
"881685-58-1";"isopyrazam";"Toxicité aiguë VO";"DL50";"2000";"mg/kg";"rat";""
"82558-50-7";"isoxaben";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"lapin";"MF"
"82558-50-7";"isoxaben";"Toxicité aiguë inhalation";"CL50";"> 2,68";"mg/L";"rat";"MF"
"82558-50-7";"isoxaben";"Toxicité aiguë VO";"DL50";">10000";"mg/kg";"rat";"MF"
"82558-50-7";"isoxaben";"Toxicité aiguë VO";"DL50";">10000";"mg/kg";"souris";"MF"
"141112-29-0";"isoxaflutole";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"lapin";"MF"
"141112-29-0";"isoxaflutole";"Toxicité aiguë inhalation";"CL50";">5,23";"mg/L";"rat";"MF"
"141112-29-0";"isoxaflutole";"Toxicité aiguë inhalation";"CL50";"";"mg/L";"";""
"141112-29-0";"isoxaflutole";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"rat";"MF"
"1332-58-7";"kaolin";"Toxicité aiguë cutanée";"DL50";"> 5000";"mg/kg";"rat";"MF"
"1332-58-7";"kaolin";"Toxicité aiguë inhalation";"CL50";"> 2,18";"mg/L";"rat";"MF"
"1332-58-7";"kaolin";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"MF"
"61790-53-2";"kieselgur (terre à diatomées)";"Toxicité aiguë cutanée";"DL50";">3160";"mg/kg";"lapin";"NS"
"61790-53-2";"kieselgur (terre à diatomées)";"Toxicité aiguë inhalation";"CL50";"25";"mg/L";"rat";"M"
"61790-53-2";"kieselgur (terre à diatomées)";"Toxicité aiguë VO";"DL50";">2500";"mg/kg";"rat";"M"
"143390-89-0";"kresoxim methyl";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";"MF"
"143390-89-0";"kresoxim methyl";"Toxicité aiguë inhalation";"CL50";"5,6";"mg/L";"rat";"MF"
"143390-89-0";"kresoxim methyl";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"MF"
"91465-08-6";"lambda cyhalothrine";"Toxicité aiguë cutanée";"DL50";"632";"mg/kg";"rat";"M"
"91465-08-6";"lambda cyhalothrine";"Toxicité aiguë cutanée";"DL50";"696";"mg/kg";"rat";"F"
"91465-08-6";"lambda cyhalothrine";"Toxicité aiguë inhalation";"CL50";"0.06";"mg/L";"rat";"MF"
"91465-08-6";"lambda cyhalothrine";"Toxicité aiguë VO";"DL50";"79";"mg/kg";"rat";"M"
"91465-08-6";"lambda cyhalothrine";"Toxicité aiguë VO";"DL50";"56";"mg/kg";"rat";"F"
"9008-22-4";"laminarine";"Toxicité aiguë cutanée";"DL50";"> 5000";"mg/kg";"rat";"MF"
"9008-22-4";"laminarine";"Toxicité aiguë inhalation";"CL50";"> 1,02";"mg/L";"rat";"MF"
"9008-22-4";"laminarine";"Toxicité aiguë VO";"DL50";"> 2000";"mg/kg";"rat";"MF"
"2164-08-1 ";"lenacile";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"2164-08-1 ";"lenacile";"Toxicité aiguë inhalation";"CL50";"> 5,12";"mg/L";"rat";"MF"
"2164-08-1 ";"lenacile";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"MF"
"8018-01-7 (formerly 8065-67-5)";"mancozebe";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";"MF"
"8018-01-7 (formerly 8065-67-5)";"mancozebe";"Toxicité aiguë inhalation";"CL50";">5.14";"mg/L";"rat";"MF"
"8018-01-7 (formerly 8065-67-5)";"mancozebe";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"rat";"MF"
"173662-97-0";"mandestrobine";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"173662-97-0";"mandestrobine";"Toxicité aiguë inhalation";"CL50";"> 4,96";"mg/L";"rat";"MF"
"173662-97-0";"mandestrobine";"Toxicité aiguë VO";"DL50";"> 2000";"mg/kg";"rat";"F"
"374726-62-2";"mandipropamide";"Toxicité aiguë cutanée";"DL50";">5050";"mg/kg";"rat";"MF"
"374726-62-2";"mandipropamide";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";""
"374726-62-2";"mandipropamide";"Toxicité aiguë inhalation";"CL50";"> 5.19";"mg/L";"rat";"MF"
"374726-62-2";"mandipropamide";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"F"
"94-74-6";"MCPA";"Toxicité aiguë cutanée";"DL50";">4000";"mg/kg";"rat";""
"94-74-6";"MCPA";"Toxicité aiguë inhalation";"CL50";">6.36";"mg/L";"rat";""
"94-74-6";"MCPA";"Toxicité aiguë VO";"DL50";"962";"mg/kg";"rat";"F"
"94-81-5";"MCPB";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";""
"94-81-5";"MCPB";"Toxicité aiguë inhalation";"CL50";">1.14";"mg/L";"rat";""
"94-81-5";"MCPB";"Toxicité aiguë VO";"DL50";"4300 - 5300";"mg/kg";"rat";"M"
"16484-77-8";"mecoprop-P";"Toxicité aiguë cutanée";"DL50";">4000";"mg/kg";"rat";"MF"
"16484-77-8";"mecoprop-P";"Toxicité aiguë inhalation";"CL50";">5.6";"mg/L";"rat";""
"16484-77-8";"mecoprop-P";"Toxicité aiguë VO";"DL50";"431 - 1050";"mg/kg";"rat";"MF"
"135590-91-9";"mefenpyr diethyl";"Toxicité aiguë cutanée";"DL50";">4000";"mg/kg";"rat";"MF"
"135590-91-9";"mefenpyr diethyl";"Toxicité aiguë inhalation";"CL50";">1.32";"mg/L";"rat";"MF"
"135590-91-9";"mefenpyr diethyl";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"souris";"MF"
"135590-91-9";"mefenpyr diethyl";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"rat";"MF"
