"Numéro CAS";"Nom SA";"Source";"Date";"Nom";"valeur";"Unite";"Etude(s) pivot(s) 1";"NOAEL de l'étude pivot 1";"Unité NOAEL étude pivot 1";"Etude(s) pivot(s) 2";"Facteur de sécurité";"F.correction (abs. orale lim.)"
"16672-87-0";"ethephon";"UE";01/08/07;"DJA";"0,03";"mg/kg/j";"1 an, voie orale, chien";"27";"mg/kg p.c./j";"étude sur volontaires sains";1000;"non nécessaire"
"16672-87-0";"ethephon";"UE";01/08/07;"AOEL";"0,03";"mg/kg/j";"1 an, voie orale, chien";"27";"mg/kg p.c./j";"étude sur volontaires sains";1000;"non nécessaire"
"16672-87-0";"ethephon";"UE";01/08/07;"ARFD";"0,05";"mg/kg pc";"2 ans, voie orale, rat";"6";"mg/kg p.c./j";"28 jours, voie orale, chien ; étude sur volontaires sains";1000;"non nécessaire"
"26225-79-6";"ethofumesate";"UE";01/11/16;"AAOEL";"non pertinent";"";"";"";"";"";;"non nécessaire"
"26225-79-6";"ethofumesate";"UE";01/11/16;"DJA";"1";"mg/kg/j";"2 ans, voie orale, rat";"101";"mg/kg p.c./j";"1 an, voie orale, chien";100;"non nécessaire"
"26225-79-6";"ethofumesate";"UE";01/11/16;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"26225-79-6";"ethofumesate";"UE";01/11/16;"AOEL";"2,5";"mg/kg/j";"90 jours, voie orale, chien";"250";"mg/kg p.c./j";"";100;"non nécessaire"
"80844-07-1";"etofenprox";"UE";19/12/08;"AOEL";"0,06";"mg/kg/j";"90 jours, voie orale, rat";"20";"mg/kg p.c./j";"";100;"30%"
"80844-07-1";"etofenprox";"UE";19/12/08;"DJA";"0,03";"mg/kg/j";"2 ans et 18 mois, voie orale, rat et souris";"3,1";"mg/kg p.c./j";"";100;"non nécessaire"
"80844-07-1";"etofenprox";"UE";19/12/08;"ARFD";"1";"mg/kg pc";"Tératogenèse, voie orale, lapin";"100";"mg/kg p.c./j";"";100;"non nécessaire"
"153233-91-1";"etoxazole";"UE";23/10/20;"DJA";"0,04";"mg/kg/j";"2 ans, voie orale, rat";"4";"mg/kg p.c./j";"";100;"non nécessaire"
"153233-91-1";"etoxazole";"UE";23/10/20;"AOEL";"0,03";"mg/kg/j";"90 jours, voie orale, chien";"5";"mg/kg p.c./j";"1 an, voie orale, chien";100;"52%"
"153233-91-1";"etoxazole";"UE";23/10/20;"AAOEL";"non pertinent";"";"";"";"";"";;"non nécessaire"
"153233-91-1";"etoxazole";"UE";23/10/20;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"8000-78-0 ou 8008-99-9";"extrait d'ail";"UE";01/09/09;"DJA";"non pertinent";"";"";"";"";"";;"non nécessaire"
"8000-78-0 ou 8008-99-9";"extrait d'ail";"UE";01/09/09;"AOEL";"non pertinent";"";"";"";"";"";;"non nécessaire"
"8000-78-0 ou 8008-99-9";"extrait d'ail";"UE";01/09/09;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"131807-57-3";"famoxadone";"UE";06/07/21;"AOEL";"0,0024";"mg/kg/j";"1 an, voie orale, chien";"1,2";"mg/kg p.c./j";"";500;"40%"
"131807-57-3";"famoxadone";"UE";06/07/21;"AAOEL";"non fixée par manque de données";"";"";"";"";"";;"non nécessaire"
"131807-57-3";"famoxadone";"UE";06/07/21;"DJA";"0,006";"mg/kg/j";"1 an, voie orale, chien";"1,2";"mg/kg p.c./j";"";200;"non nécessaire"
"131807-57-3";"famoxadone";"UE";06/07/21;"ARFD";"0,1";"mg/kg pc";"90 jours, voie orale, chien";"10";"mg/kg p.c./j";"";100;"non nécessaire"
"120928-09-8";"fenazaquin";"UE";01/06/11;"AOEL";"0,01";"mg/kg/j";"1 an, voie orale, chien";"5";"mg/kg p.c./j";"";100;"20%"
"120928-09-8";"fenazaquin";"UE";01/06/11;"DJA";"0,005";"mg/kg/j";"2 ans, voie orale, rat";"0,46";"mg/kg p.c./j";"";100;"non nécessaire"
"120928-09-8";"fenazaquin";"UE";01/06/11;"ARFD";"0,1";"mg/kg pc";"Tératogenèse, voie orale, rat";"10";"mg/kg p.c./j";"";100;"non nécessaire"
"114369-43-6";"fenbuconazole";"UE";01/05/11;"AOEL";"0,02";"mg/kg/j";"Reproduction sur deux générations, rat";"5";"mg/kg p.c./j";"";300;"non nécessaire"
"114369-43-6";"fenbuconazole";"UE";01/05/11;"ARFD";"0,3";"mg/kg pc";"Tératogenèse, voie orale, rat";"30";"mg/kg p.c./j";"";100;"non nécessaire"
"114369-43-6";"fenbuconazole";"UE";01/05/11;"DJA";"0,006";"mg/kg/j";"1 an, voie orale, chien";"0,62";"mg/kg p.c./j";"";100;"non nécessaire"
"126833-17-8";"fenhexamid";"UE";01/01/16;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"126833-17-8";"fenhexamid";"UE";01/01/16;"DJA";"0,2";"mg/kg/j";"1 an, voie orale, chien";"19,2";"mg/kg p.c./j";"";100;"non nécessaire"
"126833-17-8";"fenhexamid";"UE";01/01/16;"AOEL";"0,2";"mg/kg/j";"1 an, voie orale, chien";"19,2";"mg/kg p.c./j";"";100;"non nécessaire"
"71283-80-2";"fenoxaprop-P-ethyl";"UE";01/01/09;"ARFD";"0,1";"mg/kg pc";"Tératogenèse, voie orale, rat";"10";"mg/kg p.c./j";"";100;"non nécessaire"
"71283-80-2";"fenoxaprop-P-ethyl";"UE";01/01/09;"DJA";"0,01";"mg/kg/j";"2 ans, voie orale, chien";"0,9";"mg/kg/p.c./j";"Multigénérations, voie orale, rat";100;"non nécessaire"
"71283-80-2";"fenoxaprop-P-ethyl";"UE";01/01/09;"AOEL";"0,014";"mg/kg/j";"Etude multigénérations,voie orale, rat";"1,4";"mg/kg p.c./j";"";100;"non nécessaire"
"79127-80-3";"fenoxycarbe";"UE";01/06/11;"DJA";"0,053";"mg/kg/j";"18 mois, voie orale, souris";"5,3";"mg/kg p.c./j";"";100;"non nécessaire"
"79127-80-3";"fenoxycarbe";"UE";01/06/11;"AOEL";"0,1";"mg/kg/j";"90 jours, voie orale, rat";"9,7";"mg/kg p.c./j";"";100;"non nécessaire"
"79127-80-3";"fenoxycarbe";"UE";01/06/11;"ARFD";"2";"mg/kg pc";"Tératogenèse, voie orale, lapin";"200";"mg/kg p.c./j";"";100;"non nécessaire"
"517875-34-2";"fenpicoxamide";"UE";11/10/18;"DJA";"0,05";"mg/kg/j";"18 mois, voie orale, souris";"5,27";"mg/kg/p.c./j";"";100;"non nécessaire"
"517875-34-2";"fenpicoxamide";"UE";11/10/18;"AOEL";"0,05";"mg/kg/j";"90 jours, voie orale, souris";"39,6";"mg/kg/p.c./j";"";100;"12%"
"517875-34-2";"fenpicoxamide";"UE";11/10/18;"ARFD";"1,8";"mg/kg pc";"Tératogenèse, voie orale, lapin";"177";"mg/kg/p.c./j";"";100;"non nécessaire"
"517875-34-2";"fenpicoxamide";"UE";11/10/18;"AAOEL";"0,2";"mg/kg pc";"Tératogenèse, voie orale, lapin";"177";"mg/kg/p.c./j";"";100;"12%"
"67306-00-7";"fenpropidine";"UE";01/09/09;"AOEL";"0,02";"mg/kg/j";"1 an, voie orale, chien";"2";"mg/kg p.c./j";"";100;"non nécessaire"
"67306-00-7";"fenpropidine";"UE";01/09/08;"DJA";"0,02";"mg/kg/j";"2 ans, voie orale, rat";"2";"mg/kg p.c./j";"1 an, voie orale, chien";100;"non nécessaire"
"67306-00-7";"fenpropidine";"UE";01/09/08;"ARFD";"0,02";"mg/kg pc";"1 an, voie orale, chien";"2";"mg/kg p.c./j";"28 jours, voie orale, chien";100;"non nécessaire"
"67564-91-4";"fenpropimorphe";"UE";25/11/08;"DJA";"0,003";"mg/kg/j";"2 ans, voie orale, rat";"0,3";"mg/kg p.c./j";"";100;"non nécessaire"
"67564-91-4";"fenpropimorphe";"UE";25/11/08;"AOEL";"0,007";"mg/kg/j";"90 jours, voie orale, rat";"0,7";"mg/kg p.c./j";"";100;"non nécessaire"
"67564-91-4";"fenpropimorphe";"UE";25/11/08;"ARFD";"0,03";"mg/kg pc";"Tératogenèse, voie orale, lapin";"15";"mg/kg/p.c./j";"";500;"non nécessaire"
"473798-59-3";"fenpyrazamine";"UE";01/01/13;"ARFD";"0,3";"mg/kg pc";"Tératogenèse, voie orale, lapin";"30";"mg/kg/p.c./j";"";100;"non nécessaire"
"473798-59-3";"fenpyrazamine";"UE";01/01/13;"DJA";"0,13";"mg/kg/j";"2 ans, voie orale, rat";"12,7";"mg/kg/p.c./j";"";100;"non nécessaire"
"473798-59-3";"fenpyrazamine";"UE";01/01/13;"AOEL";"0,2";"mg/kg/j";"Reproduction sur deux générations, rat";"20,3";"mg/kg/p.c./j";" 90 jours et 1 an, voie orale,  chien ; 90 jours, voie orale, souris ; Repro 1G, rat";100;"non nécessaire"
"134098-61-6";"fenpyroximate";"UE";01/05/09;"ARFD";"0,02";"mg/kg pc";"Autre(s) étude(s)";"2";"mg/kg p.c./j";"étude mecanistique 1 et 5 jours, voie orale, chien";100;"non nécessaire"
"134098-61-6";"fenpyroximate";"UE";01/05/09;"DJA";"0,01";"mg/kg/j";"2 ans, voie orale, rat";"0,97";"mg/kg p.c./j";"";100;"non nécessaire"
"134098-61-6";"fenpyroximate";"UE";01/05/09;"AOEL";"0,005";"mg/kg/j";"Autre(s) étude(s)";"0,54";"mg/kg p.c./j";"28 jours, inhalation, rat";100;"non nécessaire"
"N/A";"fenugrec (extrait de )";"UE";;"DJA";"non pertinent";"";"";"";"";"";;"non nécessaire"
"N/A";"fenugrec (extrait de )";"UE";;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"N/A";"fenugrec (extrait de )";"UE";;"AOEL";"non pertinent";"";"";"";"";"";;"non nécessaire"
"104040-78-0";"flazasulfuron";"UE";01/08/17;"DJA";"0,013";"mg/kg/j";"2 ans, voie orale, rat";"1,3";"mg/kg p.c./j";"";100;"non nécessaire"
"104040-78-0";"flazasulfuron";"UE";01/08/17;"ARFD";"1";"mg/kg pc";"Tératogenèse, voie orale, rat";"100";"mg/kg/p.c./j";"";100;"non nécessaire"
"104040-78-0";"flazasulfuron";"UE";01/08/17;"AAOEL";"1";"mg/kg pc";"Reproduction sur une génération, rat";"100";"mg/kg/p.c./j";"";100;"non nécessaire"
"104040-78-0";"flazasulfuron";"UE";01/08/17;"AOEL";"0,02";"mg/kg/j";"90 jours et 1 an, voie orale, chien";"2";"mg/kg p.c./j";"";100;"non nécessaire"
"104040-78-0";"flazasulfuron";"UE";01/08/17;"AAOEL";"1";"mg/kg pc";"Tératogenèse, voie orale, rat";"100";"mg/kg/p.c./j";"";100;"non nécessaire"
"158062-67-0";"flonicamid";"UE";01/09/10;"DJA";"0,025";"mg/kg/j";"Tératogenèse, voie orale, lapin";"2,5";"mg/kg/p.c./j";"";100;"non nécessaire"
"158062-67-0";"flonicamid";"UE";01/09/10;"AOEL";"0,025";"mg/kg/j";"Tératogenèse, voie orale, lapin";"2,5";"mg/kg/p.c./j";"";100;"non nécessaire"
"158062-67-0";"flonicamid";"UE";01/09/10;"ARFD";"0,025";"mg/kg pc";"Tératogenèse, voie orale, lapin";"2,5";"mg/kg/p.c./j";"";100;"non nécessaire"
"145701-23-1";"florasulam";"UE";01/01/16;"AOEL";"0,05";"mg/kg/j";"90 jours, voie orale, chien";"5";"mg/kg p.c./j";"";100;"non nécessaire"
"145701-23-1";"florasulam";"UE";01/01/16;"DJA";"0,05";"mg/kg/j";"1 an, voie orale, chien";"5";"mg/kg p.c./j";"";100;"non nécessaire"
"145701-23-1";"florasulam";"UE";01/01/16;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"79241-46-6";"fluazifop P butyl";"UE";01/01/12;"AOEL";"0,02";"mg/kg/j";"Tératogenèse, voie orale, rat";"2";"mg/kg p.c./j";"";100;"non nécessaire"
"79241-46-6";"fluazifop P butyl";"UE";01/01/12;"DJA";"0,01";"mg/kg/j";"2 ans, voie orale, rat";"1";"mg/kg p.c./j";"";100;"non nécessaire"
"79241-46-6";"fluazifop P butyl";"UE";01/01/12;"ARFD";"0,017";"mg/kg pc";"Tératogenèse, voie orale, rat";"2";"mg/kg p.c./j";"";100;"non nécessaire"
"79622-59-6";"fluazinam";"UE";27/11/08;"ARFD";"0,07";"mg/kg pc";"Tératogenèse, voie orale, lapin";"7";"mg/kg/p.c./j";"";100;"non nécessaire"
"79622-59-6";"fluazinam";"UE";27/11/08;"DJA";"0,01";"mg/kg/j";"2 ans, voie orale, souris";"1";"mg/kg p.c./j";"1 an, voie orale, chien";100;"non nécessaire"
"79622-59-6";"fluazinam";"UE";27/11/08;"AOEL";"0,004";"mg/kg/j";"1 an, voie orale, chien";"1";"mg/kg p.c./j";"Tératogenèse, voie orale, lapin";100;"35%"
"131341-86-1";"fludioxonyl";"UE";20/12/07;"AOEL";"0,59";"mg/kg/j";"90 jours, voie orale, chien";"58,5";"mg/kg p.c./j";"";100;"non nécessaire"
"131341-86-1";"fludioxonyl";"UE";20/12/07;"DJA";"0,37";"mg/kg/j";"2 ans, voie orale, rat";"37";"mg/kg/p.c./j";"";100;"non nécessaire"
"131341-86-1";"fludioxonyl";"UE";20/12/07;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"142459-58-3";"flufenacet";"UE";04/07/03;"AOEL";"0,017";"mg/kg/j";"90 jours et 1 an, voie orale, chien";"1,67";"mg/kg p.c./j";"";100;"non nécessaire"
"142459-58-3";"flufenacet";"UE";04/07/03;"ARFD";"0,017";"mg/kg pc";"90 jours et 1 an, voie orale, chien";"1,67";"mg/kg p.c./j";"";100;"non nécessaire"
"142459-58-3";"flufenacet";"UE";04/07/03;"DJA";"0,005";"mg/kg/j";"2 ans, voie orale, rat";"1,2";"mg/kg p.c./j";"";250;"non nécessaire"
"103361-09-7";"flumioxazine";"UE";28/06/02;"ARFD";"0,05";"mg/kg pc";"Tératogenèse, voie orale, rat";"10";"mg/kg p.c./j";"";200;"non nécessaire"
"103361-09-7";"flumioxazine";"UE";28/06/02;"DJA";"0,009";"mg/kg/j";"2 ans, voie orale, rat";"1,8";"mg/kg p.c./j";"";200;"non nécessaire"
"103361-09-7";"flumioxazine";"UE";28/06/02;"AOEL";"0,018";"mg/kg/j";"90 jours, voie orale, rat";"2,2";"mg/kg p.c./j";"";100;"83%"
"239110-15-7 ";"fluopicolide";"UE";22/10/19;"ARFD";"0,18";"mg/kg pc";"28 jours, voie orale, rat";"17,7";"mg/kg p.c./j";"Tératogenèse, voie orale, lapin";100;"non nécessaire"
"239110-15-7 ";"fluopicolide";"UE";22/10/19;"AOEL";"0,05";"mg/kg/j";"90 jours, voie orale, rat";"7,4";"mg/kg p.c./j";"";100;"62%"
"239110-15-7 ";"fluopicolide";"UE";22/10/19;"DJA";"0,08";"mg/kg/j";"2 ans et 18 mois, voie orale, rat et souris";"7,9";"mg/kg p.c./j";"";100;"non nécessaire"
"658066-35-4";"fluopyram";"UE";01/02/14;"ARFD";"0,5";"mg/kg pc";"Neurotoxicité, voie orale, rat, aigue";"50";"mg/kg/p.c./j";"";100;"non nécessaire"
"658066-35-4";"fluopyram";"UE";01/02/14;"AOEL";"0,05";"mg/kg/j";"90 jours, voie orale, souris";"5,4";"mg/kg/p.c./j";"";100;"non nécessaire"
"658066-35-4";"fluopyram";"UE";01/02/14;"DJA";"0,012";"mg/kg/j";"2 ans, voie orale, rat";"1,2";"mg/kg/p.c./j";"";100;"non nécessaire"
"2699-79-8";"fluorure de sulfuryle";"UE";01/01/10;"AOEC";"3";"ppm";"Autre(s) étude(s)";"300";"ppm";"AOEC personnes présentes ; Neurotoxicité, inhalation, rat, aigue";100;"non nécessaire"
"2699-79-8";"fluorure de sulfuryle";"UE";01/11/10;"DJA";"0,014";"mg/kg/j";"Autre(s) étude(s)";"1,4";"mg/kg p.c./j";"2 ans, inhalation, rat";100;"non nécessaire"
"2699-79-8";"fluorure de sulfuryle";"UE";01/01/10;"ARFD";"0,7";"mg/kg pc";"Autre(s) étude(s)";"68";"mg/kg p.c./j";"Neurotoxicité, inhalation, rat, aigue";100;"non nécessaire"
"2699-79-8";"fluorure de sulfuryle";"UE";01/01/10;"AOEC";"1";"ppm";"90 jours, inhalation, souris";"30";"ppm";"AOEC opérateur, alignée sur l'évaluation biocide";100;"non nécessaire"
"361377-29-9";"fluoxastrobine";"UE";13/06/07;"DJA";"0,015";"mg/kg/j";"1 an, voie orale, chien";"1,5";"mg/kg p.c./j";"";100;"non nécessaire"
"361377-29-9";"fluoxastrobine";"UE";13/06/07;"ARFD";"0,3";"mg/kg pc";"90 jours et 1 an, voie orale, chien";"30";"mg/kg p.c./j";"";100;"non nécessaire"
"361377-29-9";"fluoxastrobine";"UE";13/06/07;"AOEL";"0,03";"mg/kg/j";"90 jours et 1 an, voie orale, chien";"3";"mg/kg p.c./j";"";100;"non nécessaire"
"136426-54-5";"fluquinconazole";"UE";01/01/12;"AOEL";"0,001";"mg/kg/j";"90 jours et 1 an, voie orale, chien";"0,2";"mg/kg/p.c./j";"";100;"60%"
"136426-54-5";"fluquinconazole";"UE";01/01/12;"ARFD";"0,02";"mg/kg pc";"Tératogenèse, voie orale, rat";"2";"mg/kg/p.c./j";"Tératogenèse, voie orale, lapin";100;"non nécessaire"
"136426-54-5";"fluquinconazole";"UE";01/01/12;"DJA";"0,002";"mg/kg/j";"90 jours et 1 an, voie orale, chien";"0,2";"mg/kg/p.c./j";"";100;"non nécessaire"
"61213-25-0";"flurochloridone";"UE";01/06/11;"ARFD";"0,04";"mg/kg pc";"Tératogenèse, voie orale, rat";"20";"mg/kg p.c./j";"";500;"non nécessaire"
"61213-25-0";"flurochloridone";"UE";01/06/11;"DJA";"0,04";"mg/kg/j";"2 ans, voie orale, rat";"3,9";"mg/kg p.c./j";"";100;"non nécessaire"
"61213-25-0";"flurochloridone";"UE";01/06/11;"AOEL";"0,04";"mg/kg/j";"Tératogenèse, voie orale, rat";"20";"mg/kg p.c./j";"";500;"non nécessaire"
"69377-81-7";"fluroxypyr";"UE";01/01/12;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"69377-81-7";"fluroxypyr";"UE";01/01/12;"DJA";"0,8";"mg/kg/j";"2 ans, voie orale, rat";"80";"mg/kg p.c./j";"";100;"non nécessaire"
"69377-81-7";"fluroxypyr";"UE";01/01/12;"AOEL";"0,8";"mg/kg/j";"90 jours, voie orale, rat";"80";"mg/kg p.c./j";"90 jours, voie orale, souris";100;"non nécessaire"
"81406-37-3";"fluroxypyr : methylheptyl ester";"UE";01/01/12;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"81406-37-3";"fluroxypyr : methylheptyl ester";"UE";01/01/12;"DJA";"0,8";"mg/kg/j";"2 ans, voie orale, rat";"80";"mg/kg p.c./j";"";100;"non nécessaire"
"81406-37-3";"fluroxypyr : methylheptyl ester";"UE";01/01/12;"AOEL";"0,8";"mg/kg/j";"90 jours, voie orale, rat";"80";"mg/kg p.c./j";"90 jours, voie orale, souris";100;"90%"
"66332-96-5";"flutolanil";"UE";27/11/08;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"66332-96-5";"flutolanil";"UE";27/11/08;"DJA";"0,09";"mg/kg/j";"2 ans, voie orale, rat";"8,7";"mg/kg p.c./j";"";100;"non nécessaire"
"66332-96-5";"flutolanil";"UE";27/11/08;"AOEL";"0,56";"mg/kg/j";"90 jours, voie orale, chien";"80";"mg/kg p.c./j";"";100;"70%"
"76674-21-0";"flutriafol";"UE";01/06/11;"AOEL";"0,05";"mg/kg/j";"90 jours et 1 an, voie orale, chien";"5";"mg/kg p.c./j";"";100;"non nécessaire"
"76674-21-0";"flutriafol";"UE";01/06/11;"DJA";"0,01";"mg/kg/j";"2 ans, voie orale, rat";"1";"mg/kg p.c./j";"";100;"non nécessaire"
"76674-21-0";"flutriafol";"UE";01/06/11;"ARFD";"0,05";"mg/kg pc";"90 jours et 1 an, voie orale, chien";"5";"mg/kg p.c./j";"";100;"non nécessaire"
"907204-31-3";"fluxapyroxad";"UE";01/01/13;"ARFD";"0,25";"mg/kg pc";"Tératogenèse, voie orale, lapin";"25";"mg/kg p.c./j";"Tératogenèse, voie orale, rat";100;"non nécessaire"
"907204-31-3";"fluxapyroxad";"UE";01/01/13;"DJA";"0,02";"mg/kg/j";"2 ans, voie orale, rat";"2,1";"mg/kg p.c./j";"";100;"non nécessaire"
"907204-31-3";"fluxapyroxad";"UE";01/01/13;"AOEL";"0,04";"mg/kg/j";"90 jours, voie orale, rat";"6";"mg/kg p.c./j";"";100;"68%"
"133-07-3";"folpel";"UE";01/10/07;"ARFD";"0,2";"mg/kg pc";"Tératogenèse, voie orale, lapin";"20";"mg/kg p.c./j";"";100;"non nécessaire"
"133-07-3";"folpel";"UE";01/10/07;"DJA";"0,1";"mg/kg/j";"1 an, voie orale, chien";"10";"mg/kg p.c./j";"";100;"non nécessaire"
"133-07-3";"folpel";"UE";01/10/07;"AOEL";"0,1";"mg/kg/j";"Tératogenèse, voie orale, lapin";"10";"mg/kg p.c./j";"";100;"non nécessaire"
"173159-57-4";"foramsulfuron";"UE";01/06/20;"AOEL";"0,1";"mg/kg/j";"Tératogenèse, voie orale, lapin";"50";"mg/kg p.c./j";"";100;"20%"
"173159-57-4";"foramsulfuron";"UE";01/06/20;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"173159-57-4";"foramsulfuron";"UE";01/06/20;"DJA";"0,25";"mg/kg/j";"2 ans, voie orale, rat";"25";"mg/kg p.c./j";"";100;"non nécessaire"
"68157-60-8";"forchlorfenuron";"UE";01/06/18;"ARFD";"0,5";"mg/kg pc";"Tératogenèse, voie orale, lapin";"50";"mg/kg/p.c./j";"";100;"non nécessaire"
"68157-60-8";"forchlorfenuron";"UE";01/06/18;"DJA";"0,05";"mg/kg/j";"2 ans, voie orale, souris";"5";"mg/kg p.c./j";"";100;"non nécessaire"
"68157-60-8";"forchlorfenuron";"UE";01/06/18;"AOEL";"0,16";"mg/kg/j";"90 jours, voie orale, rat";"16,2";"mg/kg p.c./j";"";100;"non nécessaire"
"68157-60-8";"forchlorfenuron";"UE";01/06/18;"AAOEL";"0,5";"mg/kg pc";"Tératogenèse, voie orale, lapin";"50";"mg/kg/p.c./j";"";100;"non nécessaire"
"23422-53-9";"formetanate";"UE";29/09/06;"ARFD";"0,005";"mg/kg pc";"Neurotoxicité, voie orale, rat, aigue";"0,5";"mg/kg p.c./j";"";100;"non nécessaire"
"23422-53-9";"formetanate";"UE";29/09/06;"DJA";"0,004";"mg/kg/j";"1 an, voie orale, chien";"0,4";"mg/kg p.c./j";"";100;"non nécessaire"
"23422-53-9";"formetanate";"UE";29/09/06;"AOEL";"0,004";"mg/kg/j";"1 an, voie orale, chien";"0,4";"mg/kg p.c./j";"29 jours, voie orale, chien";100;"non nécessaire"
"39148-24-8";"fosetyl-al";"UE";01/05/07;"DJA";"3";"mg/kg/j";"2 ans, voie orale, chien";"298";"mg/kg p.c./j";"2 ans, voie orale, rat";100;"non nécessaire"
"39148-24-8";"fosetyl-al";"UE";01/05/07;"AOEL";"5";"mg/kg/j";"Autre(s) étude(s)";"500";"mg/kg p.c./j";"Etude mécanistique 90 jours, voie orale, rat,";100;"non nécessaire"
"39148-24-8";"fosetyl-al";"UE";01/05/07;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"98886-44-3";"fosthiazate";"UE";04/07/03;"ARFD";"0,005";"mg/kg pc";"90 jours et 1 an, voie orale, chien";"0,5";"mg/kg p.c./j";"";100;"non nécessaire"
"98886-44-3";"fosthiazate";"UE";04/07/03;"DJA";"0,004";"mg/kg/j";"2 ans, voie orale, rat";"0,4";"mg/kg p.c./j";"";100;"non nécessaire"
"98886-44-3";"fosthiazate";"UE";04/07/03;"AOEL";"0,005";"mg/kg/j";"90 jours et 1 an, voie orale, chien";"0,5";"mg/kg p.c./j";"";100;"non nécessaire"
"76703-62-3";"gamma cyhalothrine";"UE";01/04/15;"DJA";"0,0012";"mg/kg/j";"Etude multigénérations,voie orale, rat";"0,5";"mg/kg p.c./j";"";400;"non nécessaire"
"76703-62-3";"gamma cyhalothrine";"UE";01/04/15;"AOEL";"0,0003";"mg/kg/j";"Etude multigénérations,voie orale, rat";"0,5";"mg/kg p.c./j";"";400;"25%"
"76703-62-3";"gamma cyhalothrine";"UE";01/04/15;"ARFD";"0,0025";"mg/kg pc";"1 an, voie orale, chien";"0,5";"mg/kg p.c./j";"";200;"non nécessaire"
"8030-53-3 (mélange)";"gibberelline A4 A7";"UE";01/09/09;"DJA";"0,3";"mg/kg/j";"Etude multigénérations,voie orale, rat";"300";"mg/kg/p.c./j";"";1000;"non nécessaire"
"8030-53-3 (mélange)";"gibberelline A4 A7";"UE";01/09/09;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"8030-53-3 (mélange)";"gibberelline A4 A7";"UE";01/09/09;"AOEL";"0,18";"mg/kg/j";"Etude multigénérations,voie orale, rat";"300";"mg/kg/p.c./j";"Tératogenèse, voie orale, lapin";300;"18%"
"1071-83-6";"glyphosate";"UE";16/12/17;"ARFD";"0,5";"mg/kg pc";"Tératogenèse, voie orale, lapin";"50";"mg/kg/p.c./j";"";100;"non nécessaire"
"1071-83-6";"glyphosate";"UE";16/12/17;"AOEL";"0,1";"mg/kg/j";"Tératogenèse, voie orale, lapin";"50";"mg/kg p.c./j";"";100;"20%"
"1071-83-6";"glyphosate";"UE";16/12/17;"DJA";"0,5";"mg/kg/j";"Tératogenèse, voie orale, lapin";"50";"mg/kg p.c./j";"";100;"non nécessaire"
"943831-98-9";"halauxifen-methyl";"UE";05/08/15;"ARFD";"0,058";"mg/kg pc";"Tératogenèse, voie orale, lapin";"5,8";"mg/kg/p.c./j";"";100;"non nécessaire"
"943831-98-9";"halauxifen-methyl";"UE";05/08/15;"AOEL";"0,058";"mg/kg/j";"Tératogenèse, voie orale, lapin";"5,8";"mg/kg/p.c./j";"";100;"non nécessaire"
"943831-98-9";"halauxifen-methyl";"UE";05/08/15;"DJA";"0,058";"mg/kg/j";"Tératogenèse, voie orale, lapin";"5,8";"mg/kg/p.c./j";"";100;"non nécessaire"
"100784-20-1";"halosulfuron-méthyl";"UE";01/10/13;"AOEL";"0,063";"mg/kg/j";"Etude multigénérations,voie orale, rat";"6,3";"mg/kg/p.c./j";"";100;"non nécessaire"
"100784-20-1";"halosulfuron-méthyl";"UE";01/10/13;"DJA";"0,063";"mg/kg/j";"Etude multigénérations,voie orale, rat";"6,3";"mg/kg/p.c./j";"";100;"non nécessaire"
"100784-20-1";"halosulfuron-méthyl";"UE";01/10/13;"ARFD";"0,5";"mg/kg pc";"Tératogenèse, voie orale, lapin";"50";"mg/kg/p.c./j";"";100;"non nécessaire"
"72619-32-0";"haloxyfop-R : ester methylique";"UE";01/01/11;"ARFD";"0,075";"mg/kg pc";"Tératogenèse, voie orale, lapin";"7,5";"mg/kg p.c./j";"";100;"non nécessaire"
"72619-32-0";"haloxyfop-R : ester methylique";"UE";01/01/11;"DJA";"0,00065";"mg/kg/j";"2 ans, voie orale, rat";"0,065";"mg/kg p.c./j";"Reproduction sur deux générations, rat";100;"non nécessaire"
"72619-32-0";"haloxyfop-R : ester methylique";"UE";01/01/11;"AOEL";"0,005";"mg/kg/j";"1 an, voie orale, chien";"0,5";"mg/kg p.c./j";"";100;"non nécessaire"
"870721-81-6";"heptamaloxyloglucan";"UE";01/06/10;"AOEL";"non pertinent";"";"";"";"";"";;"non nécessaire"
"870721-81-6";"heptamaloxyloglucan";"UE";01/06/10;"DJA";"non pertinent";"";"";"";"";"";;"non nécessaire"
