"","SA_CodeCAS","SA_Libelle","SA_PNEC","source","mise_a_jour","SA_Statut"
"683","94125-34-5","Prosulfuron",NA,"EPHY",NA,"INSCRITE"
"684","","Pseudomonas sp. Strain DSMZ 13134",NA,"EPHY",NA,"INSCRITE"
"685","130561-48-7","Sintofen",NA,"EPHY",NA,"INSCRITE"
"686","","Sodium silver thiosulphate",NA,"EPHY",NA,"INSCRITE"
"687","","Streptomyces lydicus WYEC 108",NA,"EPHY",NA,"INSCRITE"
"688","102851-06-9","Tau-Fluvalinate",NA,"EPHY",NA,"INSCRITE"
"689","112410-23-8","Tebufenozide",NA,"EPHY",NA,"INSCRITE"
"690","","Thiencarbazone",NA,"EPHY",NA,"INSCRITE"
"691","","Trichoderma atroviride (formerly T. harzianum) strains IMI 206040",NA,"EPHY",NA,"INSCRITE"
"692","","Candida oleophila strain O",NA,"EPHY",NA,"INSCRITE"
"693","118134-30-8","Spiroxamine",NA,"EPHY",NA,"INSCRITE"
"694","112281-77-3","Tetraconazole",NA,"EPHY",NA,"INSCRITE"
"695","126833-17-8","Fenhexamid",NA,"EPHY",NA,"INSCRITE"
"696","83066-88-0","Fluazifop-P",NA,"EPHY",NA,"INSCRITE"
"697","1702-17-6","Clopyralid",NA,"EPHY",NA,"INSCRITE"
"698","135410-20-7 (pas celui du Review report) | 160430-64-8","Acetamiprid",NA,"EPHY",NA,"INSCRITE"
"699","67762-38-3","Esters méthyliques d'acides gras, C16-C18 et C18 insaturés (CAS N°67762-38-3)",NA,"EPHY",NA,"AUTRE_CAS"
"700","","Lime sulphur (calcium polysulphid)",NA,"EPHY",NA,"INSCRITE"
"701","","Metosulam",NA,"EPHY",NA,"NON_INSCRITE"
"702","85586-07-8","acide sulfurique, esters de mono-alkyles en C12-14, sels de sodium",NA,"EPHY",NA,"AUTRE_CAS"
"703","9006-42-2","Metiram",NA,"EPHY",NA,"INSCRITE"
"704","219714-96-2","Penoxsulam",NA,"EPHY",NA,"INSCRITE"
"705","500008-45-7","Chlorantraniliprole",NA,"EPHY",NA,"INSCRITE"
"706","","Bacillus thuringiensis subsp. kurstaki",NA,"EPHY",NA,"INSCRITE"
"707","175217-20-6","Silthiofam",NA,"EPHY",NA,"INSCRITE"
"708","13684-63-4","Phenmedipham",NA,"EPHY",NA,"INSCRITE"
"709","1003318-67-9","Oxathiapiprolin",NA,"EPHY",NA,"INSCRITE"
"710","128639-02-1","Carfentrazone-ethyl",NA,"EPHY",NA,"INSCRITE"
"711","111-62-6","Oléate d'éthyle (CAS n° 111-62-6)",NA,"EPHY",NA,"AUTRE_CAS"
"712","103361-09-7","Flumioxazine",NA,"EPHY",NA,"INSCRITE"
"713","","Acide 2-phosphonobutane-1,2,4-tricarboxylique (CAS n° 37971-36-1)",NA,"EPHY",NA,"AUTRE_CAS"
"714","1071-83-6","Glyphosate",NA,"EPHY",NA,"INSCRITE"
"715","114311-32-9","Imazamox",NA,"EPHY",NA,"INSCRITE"
"716","","Ipconazole",NA,"EPHY",NA,"INSCRITE"
"717","82558-50-7","Isoxaben",NA,"EPHY",NA,"INSCRITE"
"718","122008-85-9","Cyhalofop-butyl",NA,"EPHY",NA,"INSCRITE"
"719","","Florpyrauxifen-benzyl",NA,"EPHY",NA,"INSCRITE"
"720","","Quizalofop-P-ethyl",NA,"EPHY",NA,"INSCRITE"
"721","","Aureobasidium pullulans (strains DSM 14940 and DSM 14941)",NA,"EPHY",NA,"INSCRITE"
"722","","Bacillus pumilus QST 2808",NA,"EPHY",NA,"INSCRITE"
"723","13708-85-5 (other registry numbers : 130184-07-5 . 16926-95-7)","Disodium phosphonate",NA,"EPHY",NA,"INSCRITE"
"724","","Dodine",NA,"EPHY",NA,"INSCRITE"
"725","79622-59-6","Fluazinam",NA,"EPHY",NA,"INSCRITE"
"726","21087-64-9","Metribuzin",NA,"EPHY",NA,"INSCRITE"
"727","1332-58-7","Aluminium silicate",NA,"EPHY",NA,"INSCRITE"
"728","107534-96-3","Tebuconazole",NA,"EPHY",NA,"INSCRITE"
"729","","Tea tree extract",NA,"EPHY",NA,"INSCRITE"
"730","732-11-6","Phosmet",NA,"EPHY",NA,"INSCRITE"
"731","77-06-5","Gibberellic acid",NA,"EPHY",NA,"INSCRITE"
"732","23422-53-9","Formetanate",NA,"EPHY",NA,"INSCRITE"
"733","133-07-3","Folpet",NA,"EPHY",NA,"INSCRITE"
"734","361377-29-9","Fluoxastrobin",NA,"EPHY",NA,"INSCRITE"
"735","16672-87-0","Ethephon",NA,"EPHY",NA,"INSCRITE"
"736","","Dimethomorph",NA,"EPHY",NA,"INSCRITE"
"737","133-06-2","Captan",NA,"EPHY",NA,"INSCRITE"
"738","5234-68-4","Carboxin",NA,"EPHY",NA,"NON_INSCRITE"
"739","2593-15-9","Etridiazole",NA,"EPHY",NA,"NON_INSCRITE"
"740","67129-08-2","Metazachlor",NA,"EPHY",NA,"INSCRITE"
"741","","Bacillus subtilis str. QST 713",NA,"EPHY",NA,"INSCRITE"
"742","","Bacillus thuringiensis subsp. aizawai",NA,"EPHY",NA,"INSCRITE"
"743","","Bacillus thuringiensis subsp. israelensis",NA,"EPHY",NA,"INSCRITE"
"744","","Bacillus thuringiensis subsp. kurstaki strain EG 2348",NA,"EPHY",NA,"INSCRITE"
"745","","Bacillus thuringiensis subsp. kurstaki strain SA 11",NA,"EPHY",NA,"INSCRITE"
"746","","Bacillus thuringiensis subsp. kurstaki strain SA 12",NA,"EPHY",NA,"INSCRITE"
"747","105512-06-9","Clodinafop",NA,"EPHY",NA,"INSCRITE"
"748","","Pirimicarb",NA,"EPHY",NA,"INSCRITE"
"749","","Pseudomonas chlororaphis MA342",NA,"EPHY",NA,"INSCRITE"
"750","","Pythium oligandrum M1",NA,"EPHY",NA,"INSCRITE"
"751","53112-28-0","Pyrimethanil",NA,"EPHY",NA,"INSCRITE"
"752","85586-25-0","Ester méthylique d'acides gras d'huile de colza (CAS N° 85586-25-0)",NA,"EPHY",NA,"AUTRE_CAS"
"753","168316-95-8","Spinosad",NA,"EPHY",NA,"INSCRITE"
"754","137-30-4","Ziram",NA,"EPHY",NA,"INSCRITE"
"755","","Haloxyfop-P",NA,"EPHY",NA,"NON_INSCRITE"
"756","66063-05-6","Pencycuron",NA,"EPHY",NA,"NON_INSCRITE"
"757","","Valifenalate",NA,"EPHY",NA,"INSCRITE"
"758","57960-19-7","Acequinocyl",NA,"EPHY",NA,"INSCRITE"
"759","","S-abscisic acid",NA,"EPHY",NA,"INSCRITE"
"760","69377-81-7 | 81406-37-3","Fluroxypyr",NA,"EPHY",NA,"INSCRITE"
"761","185119-76-0","Iodosulfuron",NA,"EPHY",NA,"INSCRITE"
"762","66230-04-4","Esfenvalerate",NA,"EPHY",NA,"INSCRITE"
"763","8028-48-6","Orange oil",NA,"EPHY",NA,"INSCRITE"
"764","135158-54-2","Acibenzolar-S-methyl",NA,"EPHY",NA,"INSCRITE"
"765","135590-91-9","Mefenpyr",NA,"EPHY",NA,"AUTRE_CAS"
"766","1928-43-4 | 94-75-7","2,4-D",NA,"EPHY",NA,"INSCRITE"
"767","111479-05-1","Propaquizafop",NA,"EPHY",NA,"INSCRITE"
"768","119738-06-6","Quizalofop-P-tefuryl",NA,"EPHY",NA,"INSCRITE"
"769","7704-34-9","Sulphur",NA,"EPHY",NA,"INSCRITE"
"770","126535-15-7","Triflusulfuron",NA,"EPHY",NA,"INSCRITE"
"771","","1,4-dimethylnaphtalene",NA,"EPHY",NA,"INSCRITE"
"772","1314-84-7","Zinc phosphide",NA,"EPHY",NA,"INSCRITE"
"773","78587-05-0","Hexythiazox",NA,"EPHY",NA,"INSCRITE"
"774","","Acrinathrin",NA,"EPHY",NA,"INSCRITE"
"775","39148-24-8 (fosétyl-Al) | 15845-66-6 (fosetyl)","Fosetyl",NA,"EPHY",NA,"INSCRITE"
"776","148-24-3","8-Hydroxyquinoline incl. oxyquinoleine",NA,"EPHY",NA,"INSCRITE"
"777","90-43-7","2-Phenylphenol (incl. sodium salt orthophenyl phen",NA,"EPHY",NA,"INSCRITE"
"778","999-81-5","Chlormequat",NA,"EPHY",NA,"INSCRITE"
"779","74115-24-5","Clofentezine",NA,"EPHY",NA,"INSCRITE"
"780","52315-07-8","Cypermethrin",NA,"EPHY",NA,"INSCRITE"
"781","1596-84-5","Daminozide",NA,"EPHY",NA,"INSCRITE"
"782","67306-00-7","Fenpropidin",NA,"EPHY",NA,"INSCRITE"
"783","","Fenoxaprop-P",NA,"EPHY",NA,"INSCRITE"
"784","142459-58-3","Flufenacet",NA,"EPHY",NA,"INSCRITE"
"785","","Fludioxonil",NA,"EPHY",NA,"INSCRITE"
"786","131860-33-8","Azoxystrobin",NA,"EPHY",NA,"INSCRITE"
"787","88671-89-0","Myclobutanil",NA,"EPHY",NA,"NON_INSCRITE"
"788","","Sulfate de magnésium heptahydraté (CAS n° 10034-99-8)",NA,"EPHY",NA,"AUTRE_CAS"
"789","","Beauveria bassiana PPRI5339",NA,"EPHY",NA,"INSCRITE"
"790","","Deltamethrin",NA,"EPHY",NA,"INSCRITE"
"791","52888-80-9","Prosulfocarb",NA,"EPHY",NA,"INSCRITE"
"792","104206-82-8","Mesotrione",NA,"EPHY",NA,"INSCRITE"
"793","120116-88-3","Cyazofamid",NA,"EPHY",NA,"INSCRITE"
"794","533-74-4","Dazomet",NA,"EPHY",NA,"INSCRITE"
"795","65195-55-3 | 71751-41-2","Abamectin",NA,"EPHY",NA,"INSCRITE"
"796","243973-20-8","Pinoxaden",NA,"EPHY",NA,"INSCRITE"
"797","51218-49-6","Pretilachlor",NA,"EPHY",NA,"NON_INSCRITE"
"798","","Nicosulfuron",NA,"EPHY",NA,"INSCRITE"
"799","","Acides gras, C12-C16 et C-18 insaturés, éthoxylés (méthylés) (CAS n° 1374860-17-9)",NA,"EPHY",NA,"AUTRE_CAS"
"800","9005-64-5","Monolaurate de sorbitane éthoxylé (20OE) (CAS n° 9005-64-5)",NA,"EPHY",NA,"AUTRE_CAS"
"801","51596-10-2 | 51596-11-3","Milbemectin",NA,"EPHY",NA,"INSCRITE"
"802","","Fat destilation residues",NA,"EPHY",NA,"INSCRITE"
"803","","Beauveria bassiana strain GHA",NA,"EPHY",NA,"INSCRITE"
"804","","Beauveria bassiana strain ATCC 74040",NA,"EPHY",NA,"INSCRITE"
"805","","Cydia pomonella Granulovirus (CpGV)",NA,"EPHY",NA,"INSCRITE"
"806","110235-47-7","Mepanipyrim",NA,"EPHY",NA,"INSCRITE"
"807","125116-23-6 (unstated stereochemistry)","Metconazole",NA,"EPHY",NA,"INSCRITE"
"808","220899-03-6","Metrafenone",NA,"EPHY",NA,"INSCRITE"
"809","","Rimsulfuron",NA,"EPHY",NA,"INSCRITE"
"810","055335-06-3","Triclopyr",NA,"EPHY",NA,"INSCRITE"
"811","","Trichoderma harzianum strains T-22",NA,"EPHY",NA,"INSCRITE"
"812","","Trichoderma harzianum strains ITEM 908",NA,"EPHY",NA,"INSCRITE"
"813","","Trichoderma gamsii ICC080",NA,"EPHY",NA,"INSCRITE"
"814","","Trichoderma atroviride (formerly T. harzianum) strains T11",NA,"EPHY",NA,"INSCRITE"
"815","","Trichoderma asperellum T-25",NA,"EPHY",NA,"INSCRITE"
"816","","Trichoderma asperellum TV1",NA,"EPHY",NA,"INSCRITE"
"817","","Trichoderma asperellum strains ICC012 T25 and TV1",NA,"EPHY",NA,"INSCRITE"
"818","","Trichoderma asperellum ICCO12",NA,"EPHY",NA,"INSCRITE"
"819","131983-72-7","Triticonazole",NA,"EPHY",NA,"INSCRITE"
"820","581809-46-3","Bixafen",NA,"EPHY",NA,"INSCRITE"
"821","90717-03-6","Quinmerac",NA,"EPHY",NA,"INSCRITE"
"822","","Clomazone",NA,"EPHY",NA,"INSCRITE"
"823","","Fatty acids",NA,"EPHY",NA,"INSCRITE"
"824","24307-26-4 (mepiquat chloride) - 15302-91-7 (mepiquat)","Mepiquat",NA,"EPHY",NA,"INSCRITE"
"825","","Phlebiopsis gigantea",NA,"EPHY",NA,"INSCRITE"
"826","","Adoxophyes orana GV strain BV-0001",NA,"EPHY",NA,"INSCRITE"
"827","57-13-6","Urea",NA,"EPHY",NA,"INSCRITE"
"828","","Repellents by smell of animal or plant origin/sheep fat",NA,"EPHY",NA,"INSCRITE"
"829","100085-40-3","Repellents by smell of animal or plant origin/ fish oil",NA,"EPHY",NA,"INSCRITE"
"830","8002-13-9","Rape seed oil",NA,"EPHY",NA,"INSCRITE"
"831","","Paecilomyces lilacinus strain 251",NA,"EPHY",NA,"INSCRITE"
"832","5915-41-3","Terbuthylazine",NA,"EPHY",NA,"INSCRITE"
"833","","Alpha-Cypermethrin",NA,"EPHY",NA,"NON_INSCRITE"
"834","","Diethofencarb",NA,"EPHY",NA,"NON_INSCRITE"
"835","","Helicoverpa armigera nucleopolyhedrovirus",NA,"EPHY",NA,"INSCRITE"
"836","","Trichoderma atroviride strain SC1",NA,"EPHY",NA,"INSCRITE"
"837","","Cloquintocet acide",NA,"EPHY",NA,"AUTRE_CAS"
"838","145701-23-1","Florasulam",NA,"EPHY",NA,"INSCRITE"
"839","3347-22-6","Dithianon",NA,"EPHY",NA,"INSCRITE"
"840","","Docusate de sodium (CAS n° 577-11-7) ",NA,"EPHY",NA,"AUTRE_CAS"
"841","68213-26-3","Tallowamine poly-(éthoxylée/propoxylée) (CAS n° 68213-26-3)",NA,"EPHY",NA,"AUTRE_CAS"
"842","","C12-C14 alkylsulfate de sodium (CAS n° 85586-07-8)",NA,"EPHY",NA,"AUTRE_CAS"
"843","67747-09-5","Prochloraz",NA,"EPHY",NA,"INSCRITE"
"844","203313-25-1","Spirotetramat",NA,"EPHY",NA,"INSCRITE"
"845","","Acides gras, C14-C18 et C16-C18 insaturés (CAS n° 67701-06-8)",NA,"EPHY",NA,"AUTRE_CAS"
"846","158062-67-0","Flonicamid",NA,"EPHY",NA,"INSCRITE"
"847","335104-84-2","Tembotrione",NA,"EPHY",NA,"INSCRITE"
"848","64742-46-7 | 72623-86-0 | 97862-82-3","Paraffin oils",NA,"EPHY",NA,"INSCRITE"
"849","8042-47-5","Paraffin oil/(CAS 8042-47-5)",NA,"EPHY",NA,"INSCRITE"
"850","66246-88-6","Penconazole",NA,"EPHY",NA,"INSCRITE"
"851","139001-49-3","Profoxydim",NA,"EPHY",NA,"NON_INSCRITE"
"852","","Mecoprop-P",NA,"EPHY",NA,"INSCRITE"
"853","","Esters de phosphate d'alcools gras éthoxylés (CAS n°  68649-29-6)",NA,"EPHY",NA,"AUTRE_CAS"
"854","123-33-1","Maleic hydrazide",NA,"EPHY",NA,"INSCRITE"
"855","64628-44-0","Triflumuron",NA,"EPHY",NA,"NON_INSCRITE"
"856","16118-49-3","Carbetamide",NA,"EPHY",NA,"NON_INSCRITE"
"857","19044-88-3","Oryzalin",NA,"EPHY",NA,"NON_INSCRITE"
"858","79127-80-3","Fenoxycarb",NA,"EPHY",NA,"NON_INSCRITE"
"859","","Spodoptera littoralis nucleopolyhedrovirus",NA,"EPHY",NA,"INSCRITE"
"860","85711-69-9","C13-C17 sec-alkyl sulfonate de sodium (CAS n° 97489-15-1)",NA,"EPHY",NA,"AUTRE_CAS"
"861","126-92-1","Etasulfate de sodium (CAS n° 126-92-1)",NA,"EPHY",NA,"AUTRE_CAS"
"862","","Calcium carbonate",NA,"EPHY",NA,"INSCRITE"
"863","112-30-1","1-Decanol",NA,"EPHY",NA,"INSCRITE"
"864","","Clonostachys rosea, souche J1446",NA,"EPHY",NA,"INSCRITE"
"865","","Ferric phosphate",NA,"EPHY",NA,"INSCRITE"
"866","","Ampelomyces quisqualis strain AQ10",NA,"EPHY",NA,"INSCRITE"
"867","","Iron sulphate",NA,"EPHY",NA,"INSCRITE"
"868","","Hydrolysed proteins",NA,"EPHY",NA,"INSCRITE"
"869","870721-81-6","Heptamaloxyloglucan",NA,"EPHY",NA,"INSCRITE"
"870","77182-82-2","Gibberellins",NA,"EPHY",NA,"INSCRITE"
"871","","Calcium phosphide",NA,"EPHY",NA,"NON_INSCRITE"
"872","3734-33-6","Denathonium benzoate",NA,"EPHY",NA,"NON_INSCRITE"
"873","","Paecilomyces fumosoroseus strain FE 9901",NA,"EPHY",NA,"INSCRITE"
"874","40487-42-1","Pendimethalin",NA,"EPHY",NA,"INSCRITE"
"875","","Penflufen",NA,"EPHY",NA,"INSCRITE"
"876","179101-81-6","Pyridalyl",NA,"EPHY",NA,"INSCRITE"
"877","688046-61-9","Pyriofenone",NA,"EPHY",NA,"INSCRITE"
"878","422556-08-9","Pyroxsulam",NA,"EPHY",NA,"INSCRITE"
"879","","S-abscissic acid",NA,"EPHY",NA,"INSCRITE"
"880","874967-67-6","Sedaxane",NA,"EPHY",NA,"INSCRITE"
"881","2699-79-8","Sulfuryl fluoride",NA,"EPHY",NA,"INSCRITE"
"882","74070-46-5","Aclonifen",NA,"EPHY",NA,"INSCRITE"
"883","95737-68-1","Pyriproxyfen",NA,"EPHY",NA,"INSCRITE"
"884","141112-29-0","Isoxaflutole",NA,"EPHY",NA,"INSCRITE"
"885","50563-36-5","Dimethachlor",NA,"EPHY",NA,"INSCRITE"
"886","83164-33-4","Diflufenican",NA,"EPHY",NA,"INSCRITE"
"887","119446-68-3","Difenoconazole",NA,"EPHY",NA,"INSCRITE"
"888","1918-00-9","Dicamba",NA,"EPHY",NA,"INSCRITE"
"889","80844-07-1","Etofenprox",NA,"EPHY",NA,"INSCRITE"
"890","98886-44-3","Fosthiazate",NA,"EPHY",NA,"INSCRITE"
"891","173584-44-6","Indoxacarb",NA,"EPHY",NA,"INSCRITE"
"892","2164-08-1","Lenacil",NA,"EPHY",NA,"INSCRITE"
"893","94-81-5","MCPB",NA,"EPHY",NA,"INSCRITE"
"894","94-74-6","MCPA",NA,"EPHY",NA,"INSCRITE"
"895","1918-02-1","Picloram",NA,"EPHY",NA,"INSCRITE"
"896","142469-14-5","Tritosulfuron",NA,"EPHY",NA,"INSCRITE"
"897","2303-17-5","Tri-allate",NA,"EPHY",NA,"INSCRITE"
"898","","Validamycin",NA,"EPHY",NA,"NON_INSCRITE"
"899","","Goudron de pin",NA,"EPHY",NA,"AUTRE_CAS"
"900","54-11-5","Nicotine",NA,"EPHY",NA,"NON_INSCRITE"
"901","","Alcool ethylique",NA,"EPHY",NA,"AUTRE_CAS"
"902","","Benfuresate",NA,"EPHY",NA,"NON_INSCRITE"
"903","1194-65-6","Dichlobenil",NA,"EPHY",NA,"NON_INSCRITE"
"904","","Plant oils / Soybean oil, epoxylated",NA,"EPHY",NA,"NON_INSCRITE"
"905","2595-54-2","Mecarbam",NA,"EPHY",NA,"NON_INSCRITE"
"906","","Potassium iodide",NA,"EPHY",NA,"NON_INSCRITE"
"907","","2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene (alpha-Pin",NA,"EPHY",NA,"NON_INSCRITE"
"908","","Extract from Plant. Red oak, Prickly pear cactus,",NA,"EPHY",NA,"NON_INSCRITE"
"909","","Ethanedial",NA,"EPHY",NA,"NON_INSCRITE"
"910","","Sodium hydroxide",NA,"EPHY",NA,"NON_INSCRITE"
"911","","Repellents: Essential oils",NA,"EPHY",NA,"NON_INSCRITE"
"912","","Silice hydratee",NA,"EPHY",NA,"AUTRE_CAS"
"913","79983-71-4","Hexaconazole",NA,"EPHY",NA,"NON_INSCRITE"
"914","43222-48-6","Difenzoquat",NA,"EPHY",NA,"NON_INSCRITE"
"915","","Fenothiocarb",NA,"EPHY",NA,"NON_INSCRITE"
"916","","Alkyltrimethylbenzyl ammonium chloride",NA,"EPHY",NA,"NON_INSCRITE"
"917","17804-35-2","Benomyl",NA,"EPHY",NA,"NON_INSCRITE"
"918","72178-02-0","Fomesafen",NA,"EPHY",NA,"NON_INSCRITE"
"919","74738-17-3","Fenpiclonil",NA,"EPHY",NA,"NON_INSCRITE"
"920","","Dithiopyr",NA,"EPHY",NA,"NON_INSCRITE"
"921","","Methazole",NA,"EPHY",NA,"NON_INSCRITE"
"922","","Sodium diacetoneketogulonate",NA,"EPHY",NA,"NON_INSCRITE"
"923","","Bentaluron",NA,"EPHY",NA,"NON_INSCRITE"
"924","86-50-0","Azinphos-methyl",NA,"EPHY",NA,"NON_INSCRITE"
"925","","Calcium phosphate",NA,"EPHY",NA,"NON_INSCRITE"
"926","","Bone Oil",NA,"EPHY",NA,"NON_INSCRITE"
"927","","Thallium sulphate",NA,"EPHY",NA,"NON_INSCRITE"
"928","","Methylnaphthylacetic acid",NA,"EPHY",NA,"NON_INSCRITE"
"929","10311-84-9","Dialifos",NA,"EPHY",NA,"NON_INSCRITE"
"930","","Amino acids: mix",NA,"EPHY",NA,"NON_INSCRITE"
"931","","Tridiphane",NA,"EPHY",NA,"NON_INSCRITE"
"932","77501-90-7","Fluoroglycofene",NA,"EPHY",NA,"NON_INSCRITE"
"933","","Oxine-copper",NA,"EPHY",NA,"NON_INSCRITE"
"934","","Fatty acids: potassium salt - tall oil fatty acid",NA,"EPHY",NA,"NON_INSCRITE"
"935","","Demeton-S-methyl",NA,"EPHY",NA,"NON_INSCRITE"
"936","","Alcools alcoxyles",NA,"EPHY",NA,"AUTRE_CAS"
"937","95465-99-9","Cadusafos",NA,"EPHY",NA,"NON_INSCRITE"
"938","88283-41-4","Pyrifenox",NA,"EPHY",NA,"NON_INSCRITE"
"939","","Chlordane",NA,"EPHY",NA,"NON_INSCRITE"
"940","","Flurenol",NA,"EPHY",NA,"NON_INSCRITE"
"941","","Hydrazide maleique (sels d'amine)",NA,"EPHY",NA,"NON_INSCRITE"
"942","1134-23-2","Cycloate",NA,"EPHY",NA,"NON_INSCRITE"
"943","","Jasmonic acid",NA,"EPHY",NA,"NON_INSCRITE"
"944","","N-phenylphthalamic acid",NA,"EPHY",NA,"NON_INSCRITE"
"945","","Dinoterb",NA,"EPHY",NA,"NON_INSCRITE"
"946","74-83-9","Methyl bromide",NA,"EPHY",NA,"NON_INSCRITE"
"947","","Glutaraldehyde",NA,"EPHY",NA,"NON_INSCRITE"
"948","","Demeton-S-methyl sulphone",NA,"EPHY",NA,"NON_INSCRITE"
"949","30043-49-3","Ethidimuron",NA,"EPHY",NA,"NON_INSCRITE"
"950","","Pyridafol",NA,"EPHY",NA,"NON_INSCRITE"
"951","4849-32-5","Karbutilate",NA,"EPHY",NA,"NON_INSCRITE"
"952","298-04-4","Disulfoton",NA,"EPHY",NA,"NON_INSCRITE"
"953","","Polysorbate 20",NA,"EPHY",NA,"AUTRE_CAS"
"954","","Fenthiosulf",NA,"EPHY",NA,"NON_INSCRITE"
"955","","Methyl p-hydroxybenzoate",NA,"EPHY",NA,"NON_INSCRITE"
"956","","Anilophos",NA,"EPHY",NA,"NON_INSCRITE"
"957","","Formic acid",NA,"EPHY",NA,"NON_INSCRITE"
"958","","Casein",NA,"EPHY",NA,"NON_INSCRITE"
"959","","Sodium tetraborate",NA,"EPHY",NA,"NON_INSCRITE"
"960","","Thiocyclam",NA,"EPHY",NA,"NON_INSCRITE"
"961","","1,2-dichlorethane",NA,"EPHY",NA,"NON_INSCRITE"
"962","","Amino acids: gamma aminobutyric acid",NA,"EPHY",NA,"NON_INSCRITE"
"963","21452-18-6","Metsulfovax",NA,"EPHY",NA,"NON_INSCRITE"
"964","","Sodium monochloroacetate",NA,"EPHY",NA,"NON_INSCRITE"
"965","731-27-1","Tolylfluanid",NA,"EPHY",NA,"NON_INSCRITE"
"966","","Anthracene oil",NA,"EPHY",NA,"NON_INSCRITE"
"967","","Tar acids",NA,"EPHY",NA,"NON_INSCRITE"
"968","","Noruron",NA,"EPHY",NA,"NON_INSCRITE"
"969","","2-Naphthyloxyacetamide",NA,"EPHY",NA,"NON_INSCRITE"
"970","","Esters methyliques d'acides gras",NA,"EPHY",NA,"AUTRE_CAS"
"971","84087-01-4","Quinclorac",NA,"EPHY",NA,"NON_INSCRITE"
"972","","Cyanamide (H & Ca cyanamide)",NA,"EPHY",NA,"NON_INSCRITE"
"973","122-39-4","Diphenylamine",NA,"EPHY",NA,"NON_INSCRITE"
"974","535-89-7 | 8011-63-0","Crimidine",NA,"EPHY",NA,"NON_INSCRITE"
"975","","Octyldecyldimethyl ammonium chloride",NA,"EPHY",NA,"NON_INSCRITE"
"976","7173-51-5","Didecyldimethylammonium chloride",NA,"EPHY",NA,"NON_INSCRITE"
"977","7287-36-7","Monalide",NA,"EPHY",NA,"NON_INSCRITE"
"978","","(E,Z)-7,9-Dodecadien-1-yl Acetate",NA,"EPHY",NA,"INSCRITE"
"979","60168-88-9","Fenarimol",NA,"EPHY",NA,"NON_INSCRITE"
"980","","Fenaminosulf",NA,"EPHY",NA,"NON_INSCRITE"
"981","","Flumiclorac",NA,"EPHY",NA,"NON_INSCRITE"
"982","","Azafenidin",NA,"EPHY",NA,"NON_INSCRITE"
"983","","Plant oils / Olive oil",NA,"EPHY",NA,"NON_INSCRITE"
"984","","Bromocyclen",NA,"EPHY",NA,"NON_INSCRITE"
"985","","Etacelasil",NA,"EPHY",NA,"NON_INSCRITE"
"986","","Potassium silicate",NA,"EPHY",NA,"NON_INSCRITE"
"987","","Carbon monoxide",NA,"EPHY",NA,"NON_INSCRITE"
"988","","Barium nitrate",NA,"EPHY",NA,"NON_INSCRITE"
"989","","Chlorthiophos",NA,"EPHY",NA,"NON_INSCRITE"
"990","","Hexachlorophene",NA,"EPHY",NA,"NON_INSCRITE"
"991","","Chlorfenson",NA,"EPHY",NA,"NON_INSCRITE"
"992","900-95-8","Fentin acetate",NA,"EPHY",NA,"NON_INSCRITE"
"993","","Barium fluosilicate",NA,"EPHY",NA,"NON_INSCRITE"
"994","","Cyanides: calcium, hydrogen, sodium",NA,"EPHY",NA,"NON_INSCRITE"
"995","","p-Hydroxybenzoic acid",NA,"EPHY",NA,"NON_INSCRITE"
"996","142891-20-1","Cinidon-ethyl",NA,"EPHY",NA,"NON_INSCRITE"
"997","","Chlorates",NA,"EPHY",NA,"NON_INSCRITE"
"998","50471-44-8","Vinclozolin",NA,"EPHY",NA,"NON_INSCRITE"
"999","","Polymere d'amine gras",NA,"EPHY",NA,"AUTRE_CAS"
"1000","","Isolan",NA,"EPHY",NA,"NON_INSCRITE"
"1001","","Hydroxyphenyl-salicylamide",NA,"EPHY",NA,"NON_INSCRITE"
"1002","","Maltodextrine",NA,"EPHY",NA,"INSCRITE"
"1003","","Dikegulac",NA,"EPHY",NA,"NON_INSCRITE"
"1004","14484-64-1","Ferbam",NA,"EPHY",NA,"NON_INSCRITE"
"1005","51218-45-2","Metolachlor",NA,"EPHY",NA,"NON_INSCRITE"
"1006","","Methylnaphthylacetamide",NA,"EPHY",NA,"NON_INSCRITE"
"1007","7784-46-5","Sodium arsenite",NA,"EPHY",NA,"NON_INSCRITE"
"1008","","Citrus extract/grapefruit seed extract",NA,"EPHY",NA,"NON_INSCRITE"
"1009","","Composition complexe",NA,"EPHY",NA,"AUTRE_CAS"
"1010","","Isocarbamide",NA,"EPHY",NA,"NON_INSCRITE"
"1011","145-59-6","Nabam",NA,"EPHY",NA,"NON_INSCRITE"
"1012","","Fluoroacetamide",NA,"EPHY",NA,"NON_INSCRITE"
"1013","2536-31-4","Chlorflurenol",NA,"EPHY",NA,"NON_INSCRITE"
"1014","4685-14-7","Paraquat",NA,"EPHY",NA,"NON_INSCRITE"
"1015","","Tall oil crude",NA,"EPHY",NA,"NON_INSCRITE"
"1016","39807-15-3","Oxadiargyl",NA,"EPHY",NA,"NON_INSCRITE"
"1017","886-50-0","Terbutryn",NA,"EPHY",NA,"NON_INSCRITE"
"1018","","Lactic acid",NA,"EPHY",NA,"NON_INSCRITE"
"1019","","Phosphoric acid",NA,"EPHY",NA,"NON_INSCRITE"
