numero AMM;nom produit;Libellé court;Libellé long;
2180549;ISOMATE-A/OFM;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2180549;ISOMATE-A/OFM;AT;Mention d'avertissement : Attention;
2180549;ISOMATE-A/OFM;AT;Mention d'avertissement : Attention;
2180549;ISOMATE-A/OFM;AT;Mention d'avertissement : Attention;
2030342;C5 FLEX;C3;Toxicité aiguë par voie orale - Catégorie 3;
2030342;C5 FLEX;C4;Toxicité aiguë par voie orale - Catégorie 4;
2030342;C5 FLEX;TCC3;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;
2030342;C5 FLEX;C1;Substances et mélanges corrosifs pour les métaux - Catégorie 1;
2030342;C5 FLEX;AT;Mention d'avertissement : Attention;
2030342;C5 FLEX;AT;Mention d'avertissement : Attention;
2030342;C5 FLEX;DA;Mention d'avertissement : Danger;
2150140;GLISTER ULTRA 360;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2150140;GLISTER ULTRA 360;AA;Pas de mention d'avertissement;
2150792;GLOTRON WG;C4;Toxicité aiguë par voie orale - Catégorie 4;
2150792;GLOTRON WG;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2150792;GLOTRON WG;AT;Mention d'avertissement : Attention;
9200436;SELVA;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9200436;SELVA;AT;Mention d'avertissement : Attention;
2090001;TALENDO;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2090001;TALENDO;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2090001;TALENDO;C2;Cancérogénicité - Catégorie 2;
2090001;TALENDO;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2090001;TALENDO;DA;Mention d'avertissement : Danger;
2150115;SANBLITE;C1;Sensibilisants cutanés - Catégorie 1;
2150115;SANBLITE;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2150115;SANBLITE;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2150115;SANBLITE;C2;Toxiques pour la reproduction - Catégorie 2;
2150115;SANBLITE;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2150115;SANBLITE;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2150115;SANBLITE;DA;Mention d'avertissement : Danger;
2210017;GRAPHOTEC;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2210017;GRAPHOTEC;C1;Sensibilisants cutanés - Catégorie 1;
2210017;GRAPHOTEC;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2210017;GRAPHOTEC;AT;Mention d'avertissement : Attention;
2160556;AFAENA;C1;Sensibilisants cutanés - Catégorie 1;
2160556;AFAENA;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2160556;AFAENA;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2160556;AFAENA;DA;Mention d'avertissement : Danger;
2160919;GF-2573;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2160919;GF-2573;C1;Sensibilisants cutanés - Catégorie 1;
2160919;GF-2573;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2160919;GF-2573;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2160919;GF-2573;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2160919;GF-2573;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2160919;GF-2573;DA;Mention d'avertissement : Danger;
9300020;CARAMBA;C1;Danger par aspiration - Catégorie 1;
9300020;CARAMBA;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
9300020;CARAMBA;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
9300020;CARAMBA;C1;Sensibilisants cutanés - Catégorie 1;
9300020;CARAMBA;C2;Toxiques pour la reproduction - Catégorie 2;
9300020;CARAMBA;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
9300020;CARAMBA;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9300020;CARAMBA;C3;Liquides inflammables - Catégorie 3;
9300020;CARAMBA;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : irritation des voies respiratoires;
9300020;CARAMBA;DA;Mention d'avertissement : Danger;
2110191;MAGNELLO;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2110191;MAGNELLO;C2;Toxiques pour la reproduction - Catégorie 2;
2110191;MAGNELLO;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2110191;MAGNELLO;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2110191;MAGNELLO;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : effets narcotique;
2110191;MAGNELLO;AT;Mention d'avertissement : Attention;
2170755;A20078F;C4;Toxicité aiguë par inhalation - Catégorie 4;
2170755;A20078F;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2170755;A20078F;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2170755;A20078F;AT;Mention d'avertissement : Attention;
2170354;CUADRO NT;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2170354;CUADRO NT;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2170354;CUADRO NT;AT;Mention d'avertissement : Attention;
9300040;C3-CHOC;C3;Toxicité aiguë par voie orale - Catégorie 3;
9300040;C3-CHOC;DA;Mention d'avertissement : Danger;
9000741;EMINENT;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
9000741;EMINENT;AA;Pas de mention d'avertissement;
2200028;CLEAVE;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2200028;CLEAVE;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2200028;CLEAVE;C1;Sensibilisants cutanés - Catégorie 1;
2200028;CLEAVE;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2200028;CLEAVE;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2200028;CLEAVE;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : effets narcotique;
2200028;CLEAVE;AT;Mention d'avertissement : Attention;
2200028;CLEAVE;AT;Mention d'avertissement : Attention;
2180441;XINIA;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
2180441;XINIA;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2180441;XINIA;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2180441;XINIA;AT;Mention d'avertissement : Attention;
2200891;IMTREX XE;C4;Toxicité aiguë par inhalation - Catégorie 4;
2200891;IMTREX XE;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2200891;IMTREX XE;C1;Sensibilisants cutanés - Catégorie 1;
2200891;IMTREX XE;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2200891;IMTREX XE;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : irritation des voies respiratoires;
2200891;IMTREX XE;Effets allaitement;Toxiques pour la reproduction - Effets sur ou via l'allaitement;
2200891;IMTREX XE;AT;Mention d'avertissement : Attention;
2020099;TWIST 500 SC;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2020099;TWIST 500 SC;AT;Mention d'avertissement : Attention;
2210010;XANADU;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2210010;XANADU;C1;Sensibilisants cutanés - Catégorie 1;
2210010;XANADU;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2210010;XANADU;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2210010;XANADU;AT;Mention d'avertissement : Attention;
2140051;SYSTIVA;C2;Cancérogénicité - Catégorie 2;
2140051;SYSTIVA;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2140051;SYSTIVA;AT;Mention d'avertissement : Attention;
2110134;MERIT FOREST;C4;Toxicité aiguë par voie orale - Catégorie 4;
2110134;MERIT FOREST;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2110134;MERIT FOREST;AT;Mention d'avertissement : Attention;
2200702;ZEUTEC;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2200702;ZEUTEC;TCC3;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;
2200702;ZEUTEC;AT;Mention d'avertissement : Attention;
2140197;AVELLA;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2140197;AVELLA;C1;Sensibilisants cutanés - Catégorie 1;
2140197;AVELLA;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2140197;AVELLA;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2140197;AVELLA;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2140197;AVELLA;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2140197;AVELLA;DA;Mention d'avertissement : Danger;
2161017;SIVAR;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2161017;SIVAR;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2161017;SIVAR;AT;Mention d'avertissement : Attention;
2090137;BORDO 20 MICRO;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2090137;BORDO 20 MICRO;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2090137;BORDO 20 MICRO;AT;Mention d'avertissement : Attention;
2200393;MAGIC;C2;Toxiques pour la reproduction - Catégorie 2;
2200393;MAGIC;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2200393;MAGIC;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2200393;MAGIC;AT;Mention d'avertissement : Attention;
2210567;ISIX;C4;Toxicité aiguë par voie orale - Catégorie 4;
2210567;ISIX;C4;Toxicité aiguë par inhalation - Catégorie 4;
2210567;ISIX;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2210567;ISIX;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2210567;ISIX;C1;Sensibilisants cutanés - Catégorie 1;
2210567;ISIX;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2210567;ISIX;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2210567;ISIX;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : irritation des voies respiratoires;
2210567;ISIX;AT;Mention d'avertissement : Attention;
2210567;ISIX;DA;Mention d'avertissement : Danger;
2140078;AUSTRAL PLUS NET;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2140078;AUSTRAL PLUS NET;AT;Mention d'avertissement : Attention;
2010537;AURORA 40 WG;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2010537;AURORA 40 WG;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2010537;AURORA 40 WG;AT;Mention d'avertissement : Attention;
2170236;ATLANTIS STAR;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2170236;ATLANTIS STAR;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2170236;ATLANTIS STAR;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2170236;ATLANTIS STAR;AT;Mention d'avertissement : Attention;
2140257;ATLANTIS PRO;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2140257;ATLANTIS PRO;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2140257;ATLANTIS PRO;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2140257;ATLANTIS PRO;AT;Mention d'avertissement : Attention;
2100112;BAÏA E;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2100112;BAÏA E;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2100112;BAÏA E;C1;Substances et mélanges corrosifs pour les métaux - Catégorie 1;
2100112;BAÏA E;DA;Mention d'avertissement : Danger;
2100074;BARITON;C1;Sensibilisants cutanés - Catégorie 1;
2100074;BARITON;C2;Cancérogénicité - Catégorie 2;
2100074;BARITON;C2;Toxiques pour la reproduction - Catégorie 2;
2100074;BARITON;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2100074;BARITON;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2100074;BARITON;AT;Mention d'avertissement : Attention;
2171054;BATTLE DELTA;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
2171054;BATTLE DELTA;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2171054;BATTLE DELTA;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2171054;BATTLE DELTA;AT;Mention d'avertissement : Attention;
2130083;LAMBDASTAR;C4;Toxicité aiguë par voie orale - Catégorie 4;
2130083;LAMBDASTAR;C4;Toxicité aiguë par inhalation - Catégorie 4;
2130083;LAMBDASTAR;C1;Sensibilisants cutanés - Catégorie 1;
2130083;LAMBDASTAR;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2130083;LAMBDASTAR;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2130083;LAMBDASTAR;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2130083;LAMBDASTAR;DA;Mention d'avertissement : Danger;
2190461;EMCEE;C4;Toxicité aiguë par voie orale - Catégorie 4;
2190461;EMCEE;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2190461;EMCEE;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2190461;EMCEE;AT;Mention d'avertissement : Attention;
9400555;EYETAK;C4;Toxicité aiguë par inhalation - Catégorie 4;
9400555;EYETAK;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
9400555;EYETAK;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
9400555;EYETAK;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9400555;EYETAK;C3;Liquides inflammables - Catégorie 3;
9400555;EYETAK;DA;Mention d'avertissement : Danger;
2000461;FAXER;C1;Danger par aspiration - Catégorie 1;
2000461;FAXER;C4;Toxicité aiguë par voie orale - Catégorie 4;
2000461;FAXER;C4;Toxicité aiguë par inhalation - Catégorie 4;
2000461;FAXER;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2000461;FAXER;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2000461;FAXER;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2000461;FAXER;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : effets narcotique;
2000461;FAXER;DA;Mention d'avertissement : Danger;
2060118;FANDANGO S;C2;Cancérogénicité - Catégorie 2;
2060118;FANDANGO S;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2060118;FANDANGO S;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2060118;FANDANGO S;AT;Mention d'avertissement : Attention;
9600229;GARDIAN;C4;Toxicité aiguë par voie orale - Catégorie 4;
9600229;GARDIAN;C4;Toxicité aiguë par inhalation - Catégorie 4;
9600229;GARDIAN;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
9600229;GARDIAN;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
9600229;GARDIAN;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
9600229;GARDIAN;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9600229;GARDIAN;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : effets narcotique;
9600229;GARDIAN;AT;Mention d'avertissement : Attention;
2100016;HARMONY M SX;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2100016;HARMONY M SX;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2100016;HARMONY M SX;AT;Mention d'avertissement : Attention;
2100009;HARMONY EXTRA SX;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2100009;HARMONY EXTRA SX;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2100009;HARMONY EXTRA SX;AT;Mention d'avertissement : Attention;
2200033;HAKSAR 400 SL;C4;Toxicité aiguë par voie orale - Catégorie 4;
2200033;HAKSAR 400 SL;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2200033;HAKSAR 400 SL;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2200033;HAKSAR 400 SL;DA;Mention d'avertissement : Danger;
2171173;HADES 250;C4;Toxicité aiguë par voie orale - Catégorie 4;
2171173;HADES 250;C4;Toxicité aiguë par inhalation - Catégorie 4;
2171173;HADES 250;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2171173;HADES 250;C2;Toxiques pour la reproduction - Catégorie 2;
2171173;HADES 250;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2171173;HADES 250;DA;Mention d'avertissement : Danger;
9200078;HORIZON EW;C4;Toxicité aiguë par voie orale - Catégorie 4;
9200078;HORIZON EW;C4;Toxicité aiguë par inhalation - Catégorie 4;
9200078;HORIZON EW;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
9200078;HORIZON EW;C2;Toxiques pour la reproduction - Catégorie 2;
9200078;HORIZON EW;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
9200078;HORIZON EW;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : irritation des voies respiratoires;
9200078;HORIZON EW;AT;Mention d'avertissement : Attention;
9200078;HORIZON EW;DA;Mention d'avertissement : Danger;
2060116;JOAO;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2060116;JOAO;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2060116;JOAO;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2060116;JOAO;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : irritation des voies respiratoires;
2060116;JOAO;AT;Mention d'avertissement : Attention;
2200125;KINTO TX;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2200125;KINTO TX;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2200125;KINTO TX;AT;Mention d'avertissement : Attention;
2090121;MANIFLOW;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2090121;MANIFLOW;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2090121;MANIFLOW;AT;Mention d'avertissement : Attention;
2150855;MIRAGE SEPT;C1;Sensibilisants cutanés - Catégorie 1;
2150855;MIRAGE SEPT;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2150855;MIRAGE SEPT;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2150855;MIRAGE SEPT;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2150855;MIRAGE SEPT;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : effets narcotique;
2150855;MIRAGE SEPT;DA;Mention d'avertissement : Danger;
2170524;MONOLITH;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2170524;MONOLITH;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2170524;MONOLITH;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2170524;MONOLITH;AT;Mention d'avertissement : Attention;
2160384;MODDUS EVO;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2160384;MODDUS EVO;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2160384;MODDUS EVO;AT;Mention d'avertissement : Attention;
9100046;MODDUS;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
9100046;MODDUS;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9100046;MODDUS;C3;Liquides inflammables - Catégorie 3;
9100046;MODDUS;AT;Mention d'avertissement : Attention;
2150756;MODAN;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2150756;MODAN;C1;Sensibilisants cutanés - Catégorie 1;
2150756;MODAN;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2150756;MODAN;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2150756;MODAN;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2150756;MODAN;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : effets narcotique;
2150756;MODAN;DA;Mention d'avertissement : Danger;
2100018;MYSTIC EW;C4;Toxicité aiguë par voie orale - Catégorie 4;
2100018;MYSTIC EW;C4;Toxicité aiguë par voie cutanée - Catégorie 4;
2100018;MYSTIC EW;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2100018;MYSTIC EW;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2100018;MYSTIC EW;C2;Toxiques pour la reproduction - Catégorie 2;
2100018;MYSTIC EW;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2100018;MYSTIC EW;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2100018;MYSTIC EW;AT;Mention d'avertissement : Attention;
2150277;ERUNE;TCC3;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;
2150277;ERUNE;AA;Pas de mention d'avertissement;
2110093;RATIO SX;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2110093;RATIO SX;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2110093;RATIO SX;AT;Mention d'avertissement : Attention;
2100051;RANCONA 15 ME;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2100051;RANCONA 15 ME;AT;Mention d'avertissement : Attention;
2171227;RANCONA I-MIX;C2;Cancérogénicité - Catégorie 2;
2171227;RANCONA I-MIX;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2171227;RANCONA I-MIX;C1B;Toxiques pour la reproduction - Catégories 1B;
2171227;RANCONA I-MIX;DA;Mention d'avertissement : Danger;
2100069;RACING TF;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2100069;RACING TF;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2100069;RACING TF;AT;Mention d'avertissement : Attention;
2170430;SINSTAR;C1;Sensibilisants cutanés - Catégorie 1;
2170430;SINSTAR;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2170430;SINSTAR;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2170430;SINSTAR;AT;Mention d'avertissement : Attention;
2170430;SINSTAR;AT;Mention d'avertissement : Attention;
2000369;SIMPLON;AT;Mention d'avertissement : Attention;
9200117;SIMOUN;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
9200117;SIMOUN;TCC3;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;
9200117;SIMOUN;C1;Substances et mélanges corrosifs pour les métaux - Catégorie 1;
9200117;SIMOUN;DA;Mention d'avertissement : Danger;
2110181;SKYWAY XPRO;C4;Toxicité aiguë par voie orale - Catégorie 4;
2110181;SKYWAY XPRO;C1;Sensibilisants cutanés - Catégorie 1;
2110181;SKYWAY XPRO;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2110181;SKYWAY XPRO;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2110181;SKYWAY XPRO;C2;Toxiques pour la reproduction - Catégorie 2;
2110181;SKYWAY XPRO;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2110181;SKYWAY XPRO;DA;Mention d'avertissement : Danger;
9800100;TABLO 700;C2;Cancérogénicité - Catégorie 2;
9800100;TABLO 700;C2;Toxiques pour la reproduction - Catégorie 2;
9800100;TABLO 700;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
9800100;TABLO 700;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9800100;TABLO 700;AT;Mention d'avertissement : Attention;
2150097;TBM 75 WG;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2150097;TBM 75 WG;C1;Sensibilisants cutanés - Catégorie 1;
2150097;TBM 75 WG;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2150097;TBM 75 WG;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2150097;TBM 75 WG;AT;Mention d'avertissement : Attention;
2180897;SOPILA;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2180897;SOPILA;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2180897;SOPILA;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2180897;SOPILA;AT;Mention d'avertissement : Attention;
9000222;HELIOSOUFRE S;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
9000222;HELIOSOUFRE S;DA;Mention d'avertissement : Danger;
7100280;BONALAN;C1;Danger par aspiration - Catégorie 1;
7100280;BONALAN;C4;Toxicité aiguë par inhalation - Catégorie 4;
7100280;BONALAN;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
7100280;BONALAN;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
7100280;BONALAN;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
7100280;BONALAN;C2;Cancérogénicité - Catégorie 2;
7100280;BONALAN;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
7100280;BONALAN;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
7100280;BONALAN;C3;Liquides inflammables - Catégorie 3;
7100280;BONALAN;DA;Mention d'avertissement : Danger;
2180733;COPASTAR;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2180733;COPASTAR;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2180733;COPASTAR;AT;Mention d'avertissement : Attention;
2130251;KARIS 10 CS;C4;Toxicité aiguë par voie orale - Catégorie 4;
2130251;KARIS 10 CS;C4;Toxicité aiguë par inhalation - Catégorie 4;
2130251;KARIS 10 CS;C1;Sensibilisants cutanés - Catégorie 1;
2130251;KARIS 10 CS;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2130251;KARIS 10 CS;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2130251;KARIS 10 CS;AT;Mention d'avertissement : Attention;
2210142;CLYDE;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2210142;CLYDE;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2210142;CLYDE;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2210142;CLYDE;AT;Mention d'avertissement : Attention;
2200215;VEXTADIM 240 EC;C1;Danger par aspiration - Catégorie 1;
2200215;VEXTADIM 240 EC;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2200215;VEXTADIM 240 EC;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : effets narcotique;
2200215;VEXTADIM 240 EC;DA;Mention d'avertissement : Danger;
9900139;KERB 80 WG;C2;Cancérogénicité - Catégorie 2;
9900139;KERB 80 WG;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9900139;KERB 80 WG;AT;Mention d'avertissement : Attention;
2100122;ALTACOR;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2100122;ALTACOR;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
